敝绨恶粟,敝衣粝食
八面威风,得意洋洋
反对,驳倒
拆东补西,拆西补东
同恶相济,同流合污
摧折,摧残
德隆望尊,德隆望重
范围,范畴
对床夜雨,风雨连床
天下无双,独一无二
摧残,粉碎
反求诸己,反躬自问
不了了之,不了而了
博古通今,博通经籍
痛苦,疼痛
特色,特质
博学多才,大才盘盘
百舍重茧,百舍重趼
不欺地下,不欺暗室
丰姿绰约,风度娴雅
不成,不行
百岁之后,百年之后
打算,绸缪
八面威风,得意扬扬
长篇大论,长篇累牍
帮助,扶助
底子,底细
挑拣,挑选
投井下石,投阱下石
叮咛,叮咛
挫折,防碍
呆滞,痴騃
凑趣儿,奉迎
兵火连天,烽火连天
参加,投入
才华盖世,才疏学浅
动荡不安,风雨漂摇
草率了事,草率从事
停息,停留
太古,泰初
大吹法螺,大言不惭
徒手,赤手
疼痛,痛苦
提示,提醒
才思,才情
独断专行,独行其是
发挥,阐发
断梗浮萍,断梗飘萍
奋发图强,奋发有为
抱歉,道歉
呆笨,迟缓
图谋不轨,犯上作乱
寸步难行,步履艰难
调和,调解
浮浅,肤浅
笨伯,笨蛋
不敷,不足
单方,方子
发扬,发达
办理,处置
长久,长期
废然而返,败兴而归
放任,放纵
大抵,大约
噩耗,悲讯
独断专行,独是独非
分斤拨两,分斤掰两
得寸入尺,得寸进尺
唇不离腮,秤不离砣
布衣粝食,布衣蔬食
次第,程序
奔跑,驰骋
捶胸跌足,捶胸顿脚
多此一举,把饭叫饥
太平,泰平
谈锋,辞令
痴呆,笨拙
堂倌,茶房
添枝增叶,添枝接叶
屠杀,残杀
呈现,透露
半途而废,废然而返
冲口而出,脱口而出
诚意,赤心
叹惋,叹惜
参与,插手
恶衣恶食,恶衣菲食
寸丝不挂,袒裼裸裎
雕塑,雕塑
鼎足之势,鼎足而立
徒拥虚名,徒有虚名
变心,变节
簇拥,蜂拥
茶室,茶楼
驰魂夺魄,驰魂宕魄
典范,范例
恩情,恩泽
风牛马不相及,风马不接
便捷,方便
同年,同庚
不看佛面看金面,不看金面看佛面
到处奔走,翻山越岭
从容,沉着
反裘伤皮,反裘负薪
饱暖思淫欲,饱暖生淫欲
成恳,赤诚
颓垣断堑,颓垣败井
成恳,诚心
不知高下,不知高低
粗疏,粗造
推托,推脱
充实,充盈
比肩继踵,比肩随踵
釜中生尘,釜鱼甑尘
白华之怨,白头之叹
倜傥风流,风流倜傥
道尽途殚,道尽途穷
不可捉摸,不可估量
防止,防范
暴躁,烦躁
发奋图强,发愤图强
大煞风景,大煞风趣
鄙俗,鄙俚
弹无虚发,百步穿杨
不自量力,螳螂挡车
釜中生尘,釜中生鱼
担心,费心
充沛,充满
对象,方向
卑鄙,鄙俗
粗放,粗疏
听任,听凭
发现,呈现
奉璧,璧还
到手,得手
投石下井,投阱下石
参天两地,参天贰地
裁人,裁员
放下屠刀,痛改前非
才能,本领
筹议,讨论
哺糟啜醨,哺糟歠醨
风姿绰约,风度娴雅
丁公凿井,穿井得人
犯科,犯罪
残破,残缺
听之任之,放任自流
变幻不测,变幻莫测
徒劳无功,徒劳无益
都会,都市
伴食中书,伴食宰相
低廉,便宜
出其不备,出其不意
分别,分散
挺胸突肚,插胸叠肚
胆大包天,胆大泼天
出色,大凡
拂袖,荡袖
韬光俟奋,韬光隐晦
大同小异,本同末异
陡峭,陡峻
不守妇道,不安于位
不丰不俭,不丰不杀
促进,推动
莼羹鲈脍,莼鲈之思
操纵,独揽
垂死挣扎,负隅顽抗
垂头塌翅,垂头铩羽
不息,不断
动荡,泛动
悲伤,悲戚
出错,犯错
窜改,编削
蜂屯蚁聚,蜂拥蚁聚
编著,编著
添枝加叶,添枝接叶
独断专行,独断独行
残山剩水,豆剖瓜分
独霸一方,称孤道寡
不偢不倸,不揪不睬
表露,透露
动怒,发火
帮助,扶持
从容不迫,泰然自若
衬托,衬映
哺育,抚育
灞陵夜猎,霸陵醉尉
东奔西走,东跑西颠
当头一棒,当头棒喝
同甘共苦,风雨同舟
闭门不出,闭门却扫
凋落,凋谢
奋勇争先,奋勇当先
发火,愤怒
包藏祸心,图谋不轨
辩驳,驳倒
分裂,豆剖
传神写照,传神阿堵
发布,发表
东床坦腹,乘龙快婿
推陈出新,除旧布新
箪瓢陋巷,箪食瓢饮
才力,才能
推陈出新,标新立异
出类拔萃,超群轶类
床上安床,迭床架屋
抵赖,推卸
布署,部署
担心,操心
胆战心惊,诚惶诚恐
尘世,尘寰
头疼脑热,头痛脑热
丹心,赤心
充满,饱满
慈善,慈详
福分,福泽
低沉,颓唐
豺狼塞路,豺狼当涂
不知好歹,不识好歹
暴发,暴发
宾客盈门,宾朋盈门
八攻八克,百战百胜
涂歌巷舞,涂歌邑诵
大而化之,粗枝大叶
惩一儆众,惩一警百
博斗,斗争
贪婪无餍,贪得无厌
调剂,调理
扶摇直上,步步高升
鼎足而居,鼎足而立
搬场,搬迁
垂死挣扎,背城借一
鞭打,鞭挞
寸步难行,步履维艰
风和日丽,风柔日暖
垂涎三尺,垂涎欲滴
逃亡,避难
痴钝,迟钝
栋梁之才,非池中物
不白之冤,负屈含冤
称呼,称谓
称王称霸,飞扬跋扈
半途而废,打退堂鼓
凋谢,凋谢
逢山开路,逢山开道
不甘后人,不甘示弱
覆没,覆灭
辨认,辩别
贪心不足,贪猥无厌
充塞,充足
推心致腹,推诚置腹
孱弱,孱羸
吊颈,投缳
创建,成立
充沛,充足
父老,长辈
风采,风韵
吊唁,吊祭
丰姿绰约,绰约多姿
丰度,丰采
但心,惦记
吹嘘,吹捧
单纯,纯真
愁闷,烦闷
贪吃,馋嘴
变化多端,变幻无常
查询,查问
报酬,酬劳
出兵,发兵
崇拜,崇敬
愤懑,愤激
并立,独立
东山再起,出山小草
定则,定章
辞别,辩别
叹气,太息
低头搭脑,低头耷脑
大厦将倾,大厦将颠
博学多才,博学强记
体现,表示
卑鄙下流,卑鄙龌龊
挑拨,搬弄
发姣,发情
参与,参预
博文强识,博闻强记
池鱼之殃,池鱼之祸
不露锋芒,锋芒毕露
复鹿遗蕉,覆鹿寻蕉
分解,阐明
闭关自主,闭关自守
扶直,提拔
从容不迫,成竹在胸
风中之烛,风烛残年
逞妍斗色,逞娇呈美
拔帜易帜,拔赵帜立汉帜
摆脱,脱离
才能,才调
发扬,发挥
大展宏图,大显神通
富人,富翁
分甘共苦,分甘同苦
天下无双,天下第一
飞鸿印雪,飞鸿踏雪
从命,听命
当务之急,当劳之急
并驾齐驱,背道而驰
返璧,退回
充裕,富余
敦促,鞭策
颠来播去,颠来簸去
反对,辩驳
动摇,踌躇
多半,多数
蜂拥而上,蜂拥而至
淳厚,诚实
春和景明,春暖花开
分辩,差别
闭门却扫,闭门却轨
丰充,丰收
颓丧,颓靡
嘲弄,耻笑
推陈出新,推陈致新
不知去向,不翼而飞
避人眼目,避人耳目
闭关自守,闭关锁国
烦懑,烦闷
推却,辞谢
初步,初阶
福寿无疆,福寿绵绵
打听,探听
探伤,探测
纷乱,错落
大张声势,大张旗鼓
帖服,服帖
抚景伤情,触景生情
动乱,烦躁
不值一钱,不名一文
赤子之心,赤胆忠心
调动,调换
残余,残剩
待遇,报酬
单独,独自
办法,措施
不甘示弱,不甘雌服
付与,赋予
悲伤,沉痛
统统,通盘
断章截句,断章摘句
非同儿戏,非同小可
保驾护航,添砖加瓦
腐化,退步
凋落,腐败
策划,筹备
充溢,充足
报告,禀报
倡议,创议
打倒,推翻
额手相庆,额手称庆
保护伞,保护神
涂歌邑诵,涂歌里咏
兵强将勇,兵强马壮
付托,托福
撤退,撤除
沉静,沉默
畅旺,繁荣
否去泰来,否极泰来
扶植,提拔
伏贴,妥当
方法,本事
步调,步骤
初版,第一版
创建,创设
凋零,雕零
投石拔距,投石超距
才智,才略
斥责,诽谤
仓促,匆忙
特为,特地
迸出,迸发
螳臂当车,螳臂挡车
出没不常,出没无常
点缀,粉饰
分居,分炊
残暴,雕悍
当场出丑,当场出彩
端视,端详
吩咐,打法
吵闹,嘈杂
雕梁画栋,雕梁绣柱
传杯弄盏,传杯换盏
不修边幅,鹑衣百结
仓猝,匆促
芳醇,芳香
不吝指教,不吝金玉
不胜枚举,俯拾皆是
发扬,阐发
奋不顾身,赴汤蹈火
推求,揣测
凋射,凋零
不乏其人,不胜枚举
典范,榜样
仓促,匆促
探问,访问
焚香礼拜,顶礼膜拜
风尘仆仆,餐风露宿
贩夫皁隶,贩夫走卒
跋前踬后,跋胡疐尾
博斗,奋斗
繁荣富强,繁荣昌盛
法度,法式
触目惊心,诚惶诚恐
放下屠刀，立地成佛,痛改前非
天穹,苍穹
浮夸,浮躁
常例,通例
不相上下,伯仲之间
触景伤心,触景伤怀
泰然自若,谈笑自若
贪嘴,贪馋
探汤蹈火,赴汤蹈火
博学多才,博闻强识
大众文学,通俗文学
发作,暴发
不快,悲伤
焚林而猎,焚林而田
大公至正,铁面无私
百二山川,百二山河
不容分说,不容置喙
费尽心思,费尽心机
痴人,白痴
推心致腹,推诚相见
粗略,粗造
层次,档次
插科打诨,谈笑风生
车怠马烦,车殆马烦
躲避,逃避
不知好歹,不识抬举
百巧千穷,百巧成穷
饱经忧患,饱经风霜
悲哀,悲观
大公无私,铁面无情
保养,调治
悲恸,沉痛
白发朱颜,白发红颜
