剧本,脚本
牛毛细雨,蒙蒙细雨
四山五岳,三山五岳
埋怨,痛恨
巧夺天工,神工鬼斧
互市,通商
天寒地冻,千里冰封
精诚团结,精诚所至
轻徭薄赋,轻赋薄敛
弟子,门生
神奸巨猾,神奸巨蠹
秋高气爽,天高气清
闻名天下,闻名遐迩
稳操胜券,决战千里
妻离子散,家破人亡
省吃俭用,省吃细用
话语,讲话
混俗和光,浑俗和光
何必,何苦
漫步,踱步
疼痛,痛楚
强化,深化
浩繁,浩瀚
对比,对照
蒙混过关,混水摸鱼
矫正,订正
调三惑四,调三斡四
大功告成,大功毕成
伺机,俟机
洞烛其奸,旁观者清
呢喃细语,呢喃软语
动作,手脚
家反宅乱,家翻宅乱
骑驴找驴,骑马找马
适应,顺应
丹成相许,披肝沥胆
丧胆,无畏
卧薪尝胆,含垢忍辱
佼佼者,杰出人物
七情六欲,五情六欲
接见,会晤
翘企,翘首期盼
食不充口,食不餬口
合唱,齐唱
无影无踪,逃之夭夭
目无法纪,目无王法
好意思,美
民心,民意
奇奥,微妙
收容,收留
盘旋,挽回
侵占,侵入
曲调,调子
哄传,盛传
窃窃私语,切切私语
好梦,美梦
谋生,餬口
千方百计,多方百计
迷惑,迷惘
诞妄不经,荒诞不经
团鱼,甲鱼
天使,天神
和风细雨,和颜悦色
刷洗,清洗
抵死漫生,抵死谩生
夙怨,宿恨
党同伐异,党同妒异
跺脚,顿脚
强人所难,强按牛头
大捷,大胜
杜门晦迹,杜门绝迹
渺无音信,渺无音讯
猬缩,畏缩
动人心弦,动人心魄
判词,判语
天真,生动
收视返听,收视反听
事项,事件
束缊请火,束缊举火
头破血流,头破血淋
琼浆玉液,青州从事
忘年之交,忘年之好
急变,遽变
精力,精气
受宠若惊,闻宠若惊
同年而语,同年而校
断短续长,绝长补短
市场,商场
齐大非耦,齐大非偶
目不识丁,目不识字
文武双全,琴心剑胆
乌龟,王八
没衷一是,莫衷一是
视险如夷,视险若夷
道乏,道劳
守节,守志
爽然自失,茫然自失
天遂人愿,天随人愿
缮写,誊写
伺隙,俟机
三灾八难,三灾六难
守正不挠,守正不阿
恶魔,魔鬼
死不足惜,死有余辜
倒悬之急,倒悬之危
为人作嫁,为渊驱鱼
鼠肝虫臂,鼠臂虮肝
平地,山地
大宗,巨额
切齿痛恨,痛心疾首
钓名沽誉,钓誉沽名
投砾引珠,抛砖引玉
其道亡繇,其道无由
生死与共,同生共死
陶鸡瓦犬,土鸡瓦犬
世道人心,世道人情
景观,景色
及格,合格
大势所趋,急转直下
毛发耸然,毛发悚然
恶人,歹人
身分,地位
借交报仇,借身报仇
胡诌乱傍,胡诌乱道
将来,未来
唾壶击碎,唾壶击缺
同心戮力,齐心合力
清客,篾片
殚思极虑,殚智竭力
徒托空言,徒陈空文
杀人,灭口
少不更事,少不经事
坚韧不拔,精卫填海
泰然处之,泰然自若
巨大,硕大
无休无止,没完没了
交头接耳,低声密语
冥顽不灵,蒙昧无知
东飘西泊,东飘西荡
殊荣,盛誉
慢步,缓步
堤溃蚁孔,堤溃蚁穴
牵心挂肠,牵肠挂肚
倒持太阿,倒持泰阿
省察,省检
积重难返,积习难改
耐人寻味,耐人咀嚼
嫁狗随狗,嫁鸡逐鸡
怒斥,呼喝
鸟尽弓藏,兔死狗烹
斗,漠不关心
违反,违背
倒运,晦气
生气,怄气
诗朋酒侣,诗朋酒友
升天,弃世
山崩钟应,铜山西崩
思想包袱,精神压力
肃穆,端庄
万古长存,万古千秋
透澈,透辟
借酒浇愁,借酒消愁
捧腹大笑,哈哈大笑
司空见惯,无独有偶
黄耳传书,黄耳寄书
俗语,俗话
手头不便,手头拮据
假公济私,损公肥私
遁藏,躲藏
裒多增寡,裒多益寡
却之不恭,受之有愧
磨砖成镜,磨砖作镜
委任,委用
当初,起先
文华,文采
明亮,通亮
歪曲,误解
久负盛名,名闻遐迩
徒托空言,托之空言
决死,殊死
哇噻,哇塞
买卖,买卖
麴孽,曲糵
磨叽,磨蹭
能言善辩,舌粲莲花
徘徊不定,徘徊歧路
仕途,宦途
斗媚争妍,斗色争妍
坍塌,坍弛
曲解,误解
千叮咛,千叮万嘱
竭泽而渔,涸泽而渔
慢慢,缓缓
提取,提炼
遣词立意,遣词造意
抛戈弃甲,丢盔弃甲
明光烁亮,明光铮亮
省会,省垣
戒备森严,森严壁垒
文武全才,能文能武
鹗表,鹗荐
就义,断送
上下翻滚,上下翻腾
喝倒彩,喝倒采
抵制,抵当
积善,积德
精打细算,节省
祭奠,祭祀
屠龙之伎,屠龙之技
黄雀伺蝉,黄雀在后
山盟海誓,誓海盟山
惊喜交加,惊喜交集
夹击,夹攻
鬈曲,弯曲
平素,素常
望风瓦解,望风而溃
耆儒硕老,耆德硕老
后生,青年
明公正道,明公正气
寒家,舍下
披发左衽,披发文身
琴瑟和谐,琴瑟调和
坦然,平静
滑头,狡黠
三亲四眷,三亲六眷
品味,咀嚼
声气相投,声气相通
味如鸡肋,食之无味
平辈,同辈
独出新裁,独具匠心
假屎臭文,舞文弄墨
婉言,讳言
豪恣,荒诞
逆风,顶风
解散,散伙
少小,年少
牛鬼蛇神,蚊蝇鼠蟑
千虑一得,千虑一失
莫名其妙,莫明其妙
倾销,推销
讲求,讲究
疏通,疏浚
妄言,妄语
童真,童趣
大公至正铁面无私,舍身求法
琐屑,琐细
评话,说书
木匠,木工
奢侈,奢靡
叔父,季父
昏庸,昏聩
肆虐,荼毒
浑沌,混沌
涂歌巷舞,涂歌里抃
举足轻重,大有可观
木已成舟,木已成桌
杜渐防微,杜渐防萌
徒劳无力,海底捞月
什袭珍藏,什袭而藏
食不求饱,食无求饱
评隲,评骘
瞒上瞒下,瞒天瞒地
进退为难,进退双难
诗礼之家,诗礼人家
无庸置疑,毋庸置疑
民贼独夫,独夫民贼
胜利,获胜
淡雅,素雅
上蹿下跳,急上眉梢
吐心吐胆,倾心吐胆
披红戴花,披红挂彩
见微知类,见微知萌
潜移默转,潜移默运
寝食难安,寝食不安
莫名其妙,咄咄怪事
惊天动地,石破天惊
健忘,忘记
清泉濯足,花下晒裈
火树琪花,火烛银花
确乎,确实
丢脸,丢丑
后嗣,后裔
几次,频频
钱银,货币
坚守,据守
盗世欺名,钓名欺世
水火无交,清正廉洁
偏差,误差
千岁一时,千载一日
点金作铁,点金成铁
偏偏,偏巧
散发,披发
四海之内皆兄弟,四海皆兄弟
世世代代,千生万劫
拘奇抉异,搜奇猎异
加紧,加强
监主自盗,监守自盗
牝牡骊黄,黑白不分
殊效,特效
坦白,坦荡
三教九流,九流三教
批驳,回嘴
普度众生,普度群生
傻里傻气,傻头傻脑
前车可鉴,前车之鉴
秋扇见捐,蘼芜路断
君王,君主
神采焕发,神采焕然
桃来李答,投桃报李
明辨是非,是非分明
亲上做亲,亲上成亲
图形画影,画影图形
交织,交汇
视同陌路,视若路人
混作一谈,混为一谈
满腹狐疑,满腹疑团
倒塌,坍毁
河流,河道
事与愿违,救经引足
生息不断,生生不已
大海捞针,难如登天
竟然,居然
巫山云雨,巫山云雨
后代,儿女
危险,欠安
奸人,恶徒
呼天喊地,啼天哭地
大势已去,大事去矣
抒怀,抒情
陡立,低洼
合零为整,化零为整
深夜,午夜
失散,失踪
诗庭之训,诗礼之训
漂浮,漂流
天真,无邪
硕大无比,硕大无朋
门户之争,门户之见
捐身徇义,捐躯报国
顺路,顺道
失窃,失贼
德威并用,恩威并重
轻率,武断
嗟来之食,嗟来之食
披沙拣金,披沙沥金
潜移嘿夺,潜移默夺
孟陬,蒙奏
剑拔弩张,箭在弦上
陪侍,随侍
瓮牖绳枢,瓮牖桑枢
会餐,聚餐
破旧立新,鼎新革故
兔起凫举,兔起鹘落
思索,思虑
调兵遣将,遣将调兵
计穷势蹙,计穷势迫
外地,外埠
多艺多才,多材多艺
端详,端量
天上石麟,天上麒麟
物换星移,年复一年
审判,审讯
腾达,鼎盛
事迹,奇迹
抨击,晋级
亡魂丧魄,亡魂失魄
喊冤,声屈
继室,继配
桃李不言，下自成行,桃李不言，下自成蹊
拾掇,收拾
欺悔,欺凌
全乎人儿,全科人儿
淮南鸡犬,淮王鸡狗
胡扯,胡说
景物,景致
卫护,戍卫
十万火急,火急火燎
念佛,念经
将功折罪,将功赎罪
徒劳无益,枉用心机
摸风,盗窃
端详,打量
无为牛后,鸡口牛后
挺起胸膛,竖起脊梁
会谈,漫谈
妙语,趣话
没精打彩,灰心丧气
推波助澜,煽风点火
失效,无效
平头百姓,平民百姓
拍子,球拍
升引,起用
金针度人,诲人不倦
合时,适时
淡薄,澹泊
恶衣恶食,恶衣粝食
全国,天下
琴瑟不调,瑟瑟失调
少顷,片晌
敦世厉俗,敦风厉俗
始终不懈,始终不渝
定价,订价
毁约,失约
损坏,毁坏
霜露之思,霜露之悲
定亲,订婚
鸿章钜字,鸿篇巨制
大北,大败
度长絜大,度长絜短
化为乌有,化为泡影
明枪好躲,明枪暗箭
轻裘缓带,轻裘缓辔
破绽,马脚
多愁善感,多情善感
基脚,基面
是非,短长
颂古非今,是古非今
瞒天要价,瞒天讨价
和解,妥协
天渊之别,强弱悬殊
斗艳争妍,斗艳争辉
呼卢喝雉,呼幺喝六
大惊失色,怛然失色
假手于人,假力于人
救火拯溺,救焚拯溺
江翻海扰,江翻海沸
耳环,耳饰
天命,定数
号哭,号泣
坚持,维持
揭底,揭短
视若儿戏,视同儿戏
景星麟凤,景星庆云
土沟,地沟
提防,卫戍
取悦,趋奉
前世怨仇,夙世冤家
户枢不朽,户枢不蠹
茫无涯际,茫无边际
架屋叠床,架屋迭床
机不可失,时不我待
朦朦胧胧,模模糊糊
噗咚,噗哧
美景,胜景
接棒人,接班人
奸淫掳掠,荒淫无耻
丧生,去逝
天假之年,天假其年
明公正道,明堂正道
极品,精品
打尖,打顶
忘我,无私
缉获,缴获
丧家之犬,丧家之狗
片口张舌,骗口张舌
权势,权威
瞒天昧地,瞒天瞒地
尽情宣露,和盘托出
霹雷,霹雳
头痛脑热,头痛额热
娓娓不倦,娓娓不怠
吐故纳新,吐旧容新
蔓引株求,蔓引株连
打凤捞龙,打凤牢龙
激昂,激悦
寒来暑往,暑往寒来
钉嘴铁舌,铁嘴钢牙
短兵相接,大打出手
偏听偏信,偏听则暗
大错特错,大谬不然
调谢,雕残
潜伏,潜在
肩摩毂击,门庭若市
五短三粗,五短身材
好歹,好赖
洞察,明察
悔改,悛改
平地一声雷,平地风雷
私货,黑货
鹄形菜色,面黄肌瘦
当令,适时
号寒啼饥,啼饥号寒
明眸皓齿,眉清目秀
骄恣,骄纵
怕三怕四,怕痛怕痒
涵养,素质
商业,贸易
失期,误期
胆小怕事,胆小如鼠
伤天害理,灭绝人性
仆仆风尘,四处奔波
受苦,受罪
合谋,同谋
屠夫,屠户
删改,批改
前进,挺进
闳言崇议,闳言高论
神思恍惚,精神恍惚
搜肠刮肚,挖空心思
酣歌恒舞,酣歌醉舞
等候,期待
贫嘴贱舌,尖嘴薄舌
甜密,甜美
十年寒窗,十年窗下
丧权辱国,卖国求荣
夺取,攫取
忽忽不乐,闷闷不乐
头面人物,首脑人物
沙场,疆场
唾骂,讥刺
噩耗,恶耗
大同小异,求同存异
桀骜难驯,桀敖不驯
夙敌,宿敌
少许,少少
惊弓之鸟,伤弓之鸟
十全,齐全
呜乎哀哉,寿终正寝
淡薄,淡漠
美酒佳肴,美味佳肴
稍微,稍稍
晚上,晚间
器材,器械
断凫续鹤,断鹤续凫
夺门而出,破门而出
帷灯匣剑,帷灯箧剑
代马依风,狐死首丘
身入其境,身当其境
攀车卧辙,攀辕卧辙
时绌举盈,时绌举赢
岂论,无论
阛阓,商场
棘地荆天,荆天棘地
亲密无间,手足之情
教材,讲义
急竹繁丝,急拍繁弦
默示,示意
忌讳,禁忌
失火,火灾
甩手,松手
浑然天成,浑然自成
谦恭虚己,谦虚谨慎
回答,解答
会剿,围剿
金口玉音,金口玉言
吮疽舐痔,吮痈噬痔
和善,善良
宁缺毋滥,宁遗勿滥
敬拜,膜拜
审视,谛视
集腋为裘,集腋成裘
面临,面对
上吊,吊颈
尔诈我虞,尔虞我诈
世世代代,生生世世
投间抵隙,投隙抵罅
贪婪,贪心
蚀本,赔本
酒色之徒,好色之徒
剖判,解析
豆乳,豆浆
密切追随,马首是瞻
家产,家当
揭箧担囊,揭箧探囊
假想,设想
咆哮,吼怒
弄堂,胡衕
坦然自若,气定神闲
鞠躬尽力,鞠躬尽力
随兴,随兴
恫瘝在身,痌瘝在抱
居安思危,居安虑危
动作,举措
体格,体魄
轻骑减从,轻车减从
挠腮撧耳,撧耳挠腮
嗾使,挑拨
天道好还,天理循环
屙金尿银,屙金溺银
玷辱,污辱
喊冤叫屈,鸣冤叫屈
通今博古,通古博今
隋珠和璧,隋珠荆璧
断梗流萍,断梗浮萍
户给人足,家给民足
遁入空门,遁迹空门
三台五马,三台八座
救世济民,救民水火
绳子,绳索
酣然入梦,酣然入睡
地广人稀,地广人希
胜利在望,计日奏功
死而复活,死去活来
上当,上圈套
挥戈退日,挥戈回日
神志不清,昏天黑地
微不足道,太仓稊米
救亡图存,吊民伐罪
偷袭,狙击
头痒搔跟,头痛医脚
天经地义,江河行地
大吃一惊,惊诧万分
诗云子曰,诗云子曰
捎关打节,投机倒把
十恶不赦,罄竹难书
为丛驱雀,为渊驱鱼
生性,素性
歪曲,扭曲
东逃西窜,豕突狼奔
打开窗户说亮话,打开天窗说亮话
收尾,扫尾
权衡,衡量
恶名,污名
密探,特务
奇形怪状,千奇百怪
似信非信,似懂非懂
兼官重绂,兼朱重紫
天值地值,物有所值
升降,起落
随心所欲,随性
独行独断,独断专行
气愤,脑怒
听天任命,听天安命
慢慢悠悠,慢条斯理
条款,条目
倒屣相迎,倒屣迎宾
后来居上,后发先至
墨黑,漆黑
奸狡,奸猾
事后诸葛亮,马后炮
握椠怀铅,握铅抱椠
梯山航海,登山渡海
麻木,麻痹
徒弟,门徒
轻财敬士,轻财重士
大怒,盛怒
街坊四邻,街坊邻里
排头兵,茅头兵
腾跃,腾踊
七窍冒火,七窍生烟
景遇,景况
三妻四妾,妻妾成群
脱离,脱节
戛玉敲金,戛玉锵金
水月镜花,镜花水月
勤勤俭俭,艰苦朴素
大失人望,大失所望
牵丝扳藤,牵丝攀藤
土壤,泥土
同一,统一
脚印,脚迹
偏听偏信,偏信则暗
泰山压卵,狮子搏兔
没日没夜,无天无日
万紫千红,花红柳绿
金镳玉络,金镳玉辔
含英咀华,含菁咀华
代替,接替
明镜高悬,秦镜高悬
胡说白道,胡说乱道
缄口结舌,缄口无言
接应不暇,目不暇给
好久,很久
将胸比肚,将心比心
舐犊之爱,舐犊之私
树大招风,名高引谤
赌钱,赌博
匍匐,蒲伏
嵬目鸿耳,嵬眼澒耳
剃头,剃发
他杀,谋杀
奢望,奢想
时和岁丰,时和年丰
盛行,通行
识别,鉴别
梧鼠之技,梧鼠五技
大气磅礴,气壮山河
南面称孤,南面称王
前去,前往
恬淡无为,清静无为
明亮,豁亮
三分鼎足,鼎足之势
急不择途,慌不择路
千里姻缘一线牵,千里姻缘使线牵
年灾月厄,年灾月晦
全神倾注,全神灌注
无地自容,汗颜无地
图为不轨,图作不轨
清宴,清晏
距离,间隔
打饥荒,闹饥荒
宏儒硕学,硕学通儒
鸡飞狗叫,鸡飞狗跳
取舍,弃取
衰竭,衰败
谨慎小心,谨言慎行
摩砺以须,摩厉以须
奇丽,绮丽
均衡,平衡
胼胝手足,胼手胝足
投奔,投靠
地主,田主
寄存,寄放
摊开,铺开
平均,均匀
大人先生,大人君子
前卫,时尚
仆仆风尘,到处奔走
大半,泰半
攀今掉古,攀今吊古
生财之道,生财有道
书院,黉舍
农村,屯子
花哨,浓艳
五脏六腑,五藏六府
歧路亡羊,误入歧途
顽皮赖肉,顽皮赖骨
卖官鬻爵,卖官贩爵
合而为一,合二为一
当年,往时
舞词弄札,舞文弄墨
五行俱下,五行并下
三头六臂,神通广大
同等,等同
骄兵必败,骄者必败
低吟,默读
企足而待,企踵可待
大势所趋,势在必行
扫地以尽,扫地出门
少不更事,年幼无知
二缶钟惑,二缶锺惑
居住,栖身
五行俱下,十行俱下
穷源溯流,穷源竟委
嗟叹,叹气
使性掼气,使性谤气
假人辞色,假以辞色
敲诈勒索,敲竹杠
伪币,伪钞
断袖之癖,断袖余桃
大家风范,大将风度
金印紫绶,金章紫绶
明见万里,明鉴万里
机不可失,时不可失
无知,蒙昧
大年夜,年夜
头前,头里
浅色,淡色
明明白白,清清楚楚
军队,队伍
拍马屁,捧臭脚
即是,等于
吉人天相,吉人天佑
视如寇仇,视为寇仇
断气,气绝
逃跑,逃遁
动手,脱手
破竹之势,势如破竹
贪赃舞弊,贪赃枉法
鹏程万里,鹏霄万里
文虎,灯谜
男女别途,男女有别
弃之敝屣,弃若敝屣
石匠,石工
经久,耐久
奴颜婢睐,奴颜婢色
天孙,王孙
情同一家,情同骨肉
体无完皮,身无完肤
抨击,激进
千思万想,千思万虑
污七八糟,乌七八糟
花里胡哨,花里胡梢
前无古人,前所未闻
文韬武略,文韬武韬
名门,望族
贫病交攻,贫病交迫
世外桃源,洞天福地
死拼,拼命
三十而立,而立之年
唯我独尊,唯吾独尊
年老,大哥
脱色,褪色
琐事,琐务
阶梯,门路
清灰冷火,清锅冷灶
千娇百媚,婀娜多姿
权倾中外,权倾天下
脱缰之马,脱缰野马
势力,气力
煽动,挑动
色胆包天,色胆迷天
短处,缺陷
后悔莫及,悔恨莫及
剑头一吷,剑首一吷
豪放不羁,倜傥不羁
迥乎不同,迥然相异
挈瓶之知,挈瓶小智
凭空,捏造
三徙成国,三徙成都
无往不利,无往不胜
号啕,号咷
面折庭争,面折廷诤
陪伴,陪同
呼之欲出,紧锣密鼓
奇谈怪论,海外奇谈
惟恐,生怕
寒冷,寒凉
殊勋异绩,殊勋茂绩
土阶茅屋,土阶茅茨
乌合之众,群龙无首
鹤寿,鹤龄
枢纽,环节
天罗地网,天网恢恢
受奖,授奖
怒气冲冲,怒气冲发
妙想天开,妙想天开
浅深,深浅
凭仗,凭借
望风希指,望风希旨
田园,家乡
黑乎乎,黑乌乌
掂量,衡量
闷闷不悦,闷闷不乐
翘足,跷足
矜恤,体恤
瓦解冰泮,瓦解冰消
停息,憩息
黄粱一梦,黄粱美梦
夙愿,素志
前人修路后人行,前人栽树，后人乘凉
群蚁趋膻,群蚁附膻
拭目以俟,拭目而待
嗾使,教唆
极目远望,极目远眺
东抹西涂,东涂西抹
就怕,生怕
毛毛楞楞,毛毛腾腾
谦恭,谦敬
千家万户,千门万户
绘制,绘图
无头苍蝇,没头苍蝇
求田问舍,问舍求田
痛心刻骨,痛心入骨
弄粉调朱,弄粉调脂
吊丧,吊问
始创,首创
情有可原,无可非议
颓垣败壁,颓垣败井
碎尸万段,千刀万剐
摩顶至足,摩顶至踵
藕断丝连,藕断丝联
识字知书,识文谈字
劫数,劫运
荡漾,激荡
无可置喙,无庸置言
还朴反古,还淳反古
恢宏大度,豁达大度
邈若山河,邈若河山
汲汲忙忙,汲汲皇皇
投井下石,投石下井
动须相应,厚积薄发
寄卖,寄售
清风劲节,清风峻节
家数,门户
好天,晴天
去头去尾,掐头去尾
飘飖,飘摇
倒闭,破产
决策,决议
推心置腹,推诚置腹
对准,瞄准
宿世冤家,夙世冤家
悄然,阒然
设施,举措
胆怯,怯生
斗筲之人,斗筲之辈
寒舍,蓬门
南郭先生,南郭处士
红紫乱朱,红紫夺朱
射石饮羽,弯弓饮羽
交际,寒暄
叫醒,唤醒
天夺之魄,天夺其魄
恩威并着,恩威并行
大辩不言,大辩若讷
亲当矢石,身当矢石
问安视膳,问寝视膳
简直,几乎
劝戒,劝阻
示威,请愿
司空眼惯,见惯司空
桃之夭夭,逃之夭夭
前程似锦,锦绣前程
三尸,彭尸
丹青,图画
打滚撒泼,撒泼打滚
害群之马,跳梁小丑
箝制,遏抑
生机勃勃,生气蓬勃
漫条斯理,慢条斯理
倾心,神驰
打破沙锅璺到底,打破沙锅问到底
探幽索隐,探赜索隐
桃蹊柳曲,桃蹊柳陌
送往迎来,送旧迎新
轰然,砰然
穷困潦倒,瓦灶绳床
都市,都邑
圮绝,绝交
秋毫之末,轻于鸿毛
迷魂汤,迷魂药
颠沛流离,漂泊不定
斗而铸兵,斗而铸锥
三分鼎足,三分鼎立
五花八门,多种多样
嫁奁,嫁妆
屈指可数,屈指而数
生养,生育
胆战心摇,胆战心慌
失守,弃守
恶毒,恶劣
宿舍,寝室
假名,化名
阒无一人,茕茕孑立
浃髓沦肌,浃髓沦肌
乞援,请援
妩媚,娇媚
无耻之尤,无耻之徒
契机,机会
怯夫,懦夫
队列,队伍
伤疤,伤痕
圣洁,神圣
劈叉,劈腿
提及,说起
今夜,通宵
屁滚尿流,屎屁直流
举杯,碰杯
江流日下,江河日下
画蛇添足,适得其反
金灿灿,黄灿灿
畏缩不前,打退堂鼓
无与比伦,无可比拟
家属,眷属
鼪鼬之径,鼪鼯之径
呼天唤地,呼天号地
浇漓,浇薄
家反宅乱,家烦宅乱
平平泛泛,平平常常
假定,假设
家境,家景
捐募,捐献
上台,登场
胡涂,昏瞶
顿脚捶胸,顿足捶胸
夙兴夜处,夙兴昧旦
猛将,虎将
暮鼓晨钟,暮鼓朝钟
牛饮,豪饮
无本之木,无米之炊
片断,片段
守卫,守护
铁板铜弦,铜琶铁板
年轻,年青
温香艳玉,温香软玉
讴歌,颂赞
失张失智,失张失致
天佑,天助
点石成金,点铁成金
青蝇染白,青蝇点璧
毫不顾忌,毫无顾忌
区分,划分
私相授受,秘密交易
剪草除根,翦草除根
密密层层,密密麻麻
悔之晚矣,悔恨交加
欢悦,欢喜
恨入骨髓,恨之入骨
图谋,贪图
舍本从末,贪小失大
后头,后面
亡羊补牢,见兔顾犬
耳染目濡,耳濡目击
弯弯曲曲,曲曲折折
万变不离其宗,换汤不换药
间隙,间隔
叵奈,叵耐
继而,进而
画虎刻鹄,画龙刻鹄
断墨残楮,断简残编
疾言倨色,疾言遽色
尖端,顶端
幻想,梦想
急功近利,贪功求名
举头,抬头
木石人心,木石心肠
期盼,期许
杜门却扫,杜门谢客
盘点,清点
头足异处,首足异处
视同一律,等量齐观
破矩为圆,破觚为圜
满谷满坑,满坑满谷
神色不动,神色不惊
精雕细琢,镌脾琢肾
妻离子散,荡析离居
进入,进去
激战,酣战
滑头,狡徒
当作,算作
对号入座,毫厘不爽
疼,痛念
收缩,紧缩
矢在弦上,箭在弦上
狐朋狗友,狐群狗党
冒大不韪,冒天下之大不韪
侯门似海,侯门如海
偶合,巧合
妙不可言,神乎其神
甜蜜,甜美
讥嘲,讥诮
守先待后,继往开来
民众,大家
极点,顶点
降临,到临
倾心,倾慕
金石之交,生死之交
马耳东风,马耳春风
僧衣,袈裟
将错就错,积非成是
幻想,胡想
东讨西伐,东讨西征
淘沙取金,淘沙得金
属员,手下
深闭固拒,深闭固距
僦居,僦屋
山不转水转,山不转路转
随俗,顺俗
淡泊明志,淡然处之
潜逃,叛逃
生人,生手
动机,念头
天老地荒,地老天荒
井井有序,井井有绪
声誉,声望
删省,删节
撒泼,撒野
器度,器量
杜渐防微,杜绝后患
净水,清水
对手,敌手
数往知来,鉴往知来
怀才不遇,骥伏盐车
市道,市面
三豕涉河,三豕渡河
嗟来之食,盗泉之水
水楔不通,水泄不透
疥癞之疾,疥癣之疾
秋毫无犯,毫毛不犯
目录,目次
求饶,讨饶
无袖,马甲
朔月,满月
欢送,送别
天下一家,世界大同
衰年,颓龄
爽然自失,爽然若失
幻灭,破灭
脚色,角色
蜩沸,鼎沸
见教,见示
阒无一人,阒其无人
气义相投,气谊相投
鼠盗狗窃,鼠窃狗盗
去世,死字
今世,今生
对子,对联
蜻蜓点水,偶一为之
将遇良才,将遇良材
死乞白赖,死求白赖
亭亭玉立,婷婷玉立
年成,年景
清冷,清凉
全福人儿,全科人儿
年过花甲,年逾古稀
男婚女聘,男婚女嫁
嗜痂之癖,嗜痂成癖
何足挂齿,何足道哉
欺大压小,欺弱怕强
三曹对案,三头对案
生死骨肉,生死骨肉
室迩人遐,室迩人遥
麦秀两岐,麦穗两歧
买笑迎欢,买笑追欢
君子之交,君子之交淡如水
晦暗,昏花
受冤,含冤
玩耍,贪玩
皮里春秋,皮里阳秋
声泪俱下,嚎啕大哭
荷包,钱袋
磨杵作针,磨杵成针
马勃牛溲,马浡牛溲
强记博闻,强识博闻
大权独揽,大权在握
屠狗之辈市井小人,市井之徒
上苍,青天
交加,交集
箭不虚发,弹无虚发
无尽无休,没完没了
倾吐衷肠,倾心吐胆
沏茶,泡茶
牛刀小试,铅刀一割
寄递,递送
恢复,还原
疲塌,拖沓
污水,浑水
申请,请求
刀锯鼎镬,鼎镬刀锯
囚徒,监犯
减慢,降速
蛮触之争,蛮触相争
托骥之蝇,讬骥之蝇
含齿戴发,戴眉含齿
晚年,末年
千金买骨,千金市骨
活埋,生坑
坚守,死守
甜言美语,甜言媚语
九关虎豹,九阍虎豹
书柬,书简
视如敝屣,弃如敝屣
去太去甚,去甚去泰
顶嘴,顶撞
溺毙,溺死
室如悬磬,室如悬罄
头疼脑热,头痛额热
事主,当事者
恶意中伤,恶语中伤
泰平,平安
泥而不滓,泥蟠不滓
谋害,密谋
水长船高,水涨船高
琵琶别弄,琵琶别抱
得势,得宠
明验大效,明验大效
对证,对质
颠簸不破,颠扑不碎
无情无义,绝情寡义
首尾相连,首尾相继
蓬户桑枢,蓬户瓮牖
缪种流传,谬种流传
唾壶敲缺,唾壶击缺
换班,调班
茫乎,茫然
颊上三毛,颊上三毫
动工,施工
降心相随,降心相从
桑户棬枢,桑户蓬枢
郊野,田野
嘉奖,嘉勉
抵拒,抵挡
捎关打节,稍关打节
卖官鬻狱,卖狱鬻官
断壁残垣,断壁颓垣
维护,维持
权宜之计,权宜之策
殊形诡状,殊形怪状
麻木不仁,多管闲事
熟嫺,熟闲
念念有词,涛涛不绝
贪嘴,贪吃
忘寝废食,忘餐废寝
倩丽,美艳
天怒人怨,气愤填胸
大兴土木,鸠工庀材
千岩万壑,千峰万壑
物业,家当
琐屑,琐碎
前途,前程
台启,台览
谋事在人,事在人为
敏感,明锐
家支,家谱
集会,会议
端本正源,端本澄源
轻微,轻细
三衅三沐郑重其事,三衅三浴
偷合取容,偷合苟容
火化,火葬
患难与共,同病相怜
模仿,师法
腻滑,滑润
送丧,送葬
怀觚提椠,怀铅提椠
局促,忐忑
淡然置之,等闲视之
市无二价,市不二价
通知,通告
寝不成寐,寝不聊寐
剽悍,慓悍
时来运转,鸿运高照
涕泪交加,涕泪交集
棋布星罗,棋布星陈
千灾百难,多灾多难
区区,戋戋
前仆后继,前赴后继
清汤寡水,清茶淡饭
呼唤,呼叫
戟指嚼舌,戟指怒目
死别,决别
名流,绅士
密密层层,密密丛丛
实情,酒精
山珍海味,山肴野蔌
忌妒,妒忌
怀疑,思疑
挑选,挑拣
投井下石,投阱下石
堆栈,货仓
叮咛,叮咛
盛气临人,盛气凌人
切题,贴题
守时,定时
佳兆,吉兆
泰初,太古
三缄其口,道路以目
提醒,提示
深思极虑,深思远虑
敬让,推让
横七竖八,东横西倒
爽性,所幸
通俗文学,民间文学
文官,文臣
妙手,好手
且归,回去
轻而易举,简之如走
将计就计,将机就计
何如,奈何
厚待,厚遇
身无寸铁,手无寸铁
均摊,均派
添枝增叶,添枝接叶
审核,稽核
狐假虎威,恃势凌人
黑压压,黑忽忽
叹惋,叹惜
师心自是,师心自用
雕塑,雕塑
威武不屈,坚毅不拔
进退无路,进退无门
点头,拍板
同年,同庚
五痨七伤,五劳七伤
破涕为笑,破颜一笑
逃避,回避
会通,和会
锦心绣腹,锦心绣口
马工枚速,马迟枚疾
金相玉式,金相玉映
