敝绨恶粟,敝衣粝食
沉溺,沉湎
扒窃,盗窃
天寒地冻,滴水成冰
韬戈偃武,韬戈卷甲
帆柱,帆樯
防止,堤防
法令,法律
同心同德,同心并力
不变,不改
常常,通常
田产,田地
铜山铁壁,铜墙铁壁
铁画银钩,铁画银钩
称谢,道谢
代理,代劳
潮水,潮流
迟延,拖延
防患未然,防患于未然
贪生,偷生
出现,发现
登高履危,诚惶诚恐
分裂,对抗
摆架子,摆款儿
抱愧,抱歉
停留,耽搁
投机取巧,趁风扬帆
长生不老,返老还童
悲恸,悲伤
谈锋,辩才
播撒,播种
百足不僵,百足之虫
覆巢毁卵,覆巢破卵
跌脚搥胸,跌脚搥胸
大意,大要
出众,超群
白头偕老,百年之好
傍晚,薄暮
都会,都邑
东挪西凑,东挪西借
颠簸,波动
东张西望,东观西望
不分轩轾,不分高低
场所,地方
大直若屈,大巧若拙
徒然,徒劳
百战不殆,百战百胜
白日做梦,白日见鬼
土崩瓦解,冰消瓦解
独力难支,独木难支
尺牍,尺简
长叹,长吁
大地回春,大地春回
初稿,底稿
铜驼荆棘,铜驼草莽
多愁善感,多愁多病
报告,陈述
徒劳无益,吃力不讨好
放长线钓大鱼,从长计议
败事,败露
耽误,耽搁
愤恨,痛恨
誊录,抄写
偷偷摸摸,别有用心
抱恨终天,抱恨终身
辅车相依,唇齿相依
吐弃,唾弃
探访,调查
斗嘴,吵闹
愁闷,悲哀
推让,辞让
帮手,帮助
不谋而同,不谋而合
不骄不躁,不亢不卑
天渊之隔,天壤之别
贪如虎狼,贪得无厌
粗衣粝食,粗衣恶食
富足,繁荣
偷梁换柱,抽梁换柱
富足,富余
地广人稀,地大物博
灯炷,灯芯
便当,便利
天塌地陷,地动山摇
分内,本分
废料,废物
坦率,坦直
慈蔼,慈爱
百川归海,大势所趋
不拘小节,大大咧咧
德才兼备,才疏志大
不断,不绝
典型,典范
头角峥嵘,出人头地
风起云涌,风起潮涌
大方,端庄
发奸擿伏,发奸露复
稗官小说,稗官野史
挑拨离间,挑三豁四
不法,犯科
并蒂芙蓉,芙蓉并蒂
初步,发端
表白,表示
常年,长年
同志,同道
填街塞巷,填街溢巷
不明,不解
防护,防备
背本趋末,本末倒置
奋力,奋勇
不堪回首,痛定思痛
参辰卯酉,参辰日月
阐扬,阐发
动荡不安,风雨飘摇
防不胜防,猝不及防
放纵不拘,放纵不羁
天公地道,大义灭亲
东床坦腹,东床娇客
残花败柳,败柳残花
刀枪入库,天下太平
不求上进,不务正业
挺立,矗立
跋前踕后,跋胡疐尾
打搅,打扰
次序,程序
典质,抵押
侧门,边门
不矜不伐,不卑不亢
并且,而且
乘客,搭客
痛苦,悲伤
典型,榜样
天灾人祸,飞来横祸
波澜壮阔,大气磅礴
大风大浪,波涛汹涌
饿虎扑羊,饿虎见羊
胆丧魂惊,胆裂魂飞
鼎鼎有名,鼎鼎大名
大展宏图,大有作为
臭不可当,臭名远扬
鼎新革故,涤故更新
白花花,白茫茫
奔突,奔驰
帮衬,帮助
不胫而走,不翼而飞
叨教,讨教
打赌,赌博
天灾人祸,痛不欲生
挑唆,挑拨
表里相依,表里相应
跋扈,猖獗
反唇相稽,反唇相讥
太平,承平
不偏不倚,凡事有度
提防,防范
部署,布置
负疚,抱歉
妥协,退让
爆发,发生
封胡羯末,封胡遏末
仿制,仿造
大凡,通常
白手,赤手
独有,独占
百丈竿头,百尺竿头
词不达意,词不逮意
喘息,喘气
二把刀,半桶水
断交,断绝
摧眉折腰,卑躬屈膝
嫡派,嫡系
差强人意,白璧微瑕
俯拾即是,俯拾地芥
风霜,饱经世故
爆跳如雷,暴跳如雷
不挠不屈,不挠不折
长此以往,地久天长
天资,天分
变节,背叛
封闭,闭塞
裁夺,定夺
八面圆通,八面莹澈
偷梁换柱,偷天换日
反裘负刍,反裘负薪
天阻,天险
多福多寿,福寿双全
倒廪倾囷,倒箧倾筐
拂衣而去,拂袖而去
得意忘形,得意扬扬
赤诚相见,赤胆忠心
不伦不类,非僧非俗
本性难移,秉性难移
草泽,草莽
反对,抵制
臭味相与,臭味相投
分花拂柳,分花约柳
标新取异,标新立异
返求诸己,反躬自问
发聋振聩,当头棒喝
涕泪交流,涕泪交零
袒裼裸裎,赤身露体
愁眉苦眼,愁眉苦目
诽语,谗言
闭关却扫,闭门却扫
赤绳系足,赤绳绾足
大摇大摆,大模大样
愤慨,愤懑
放诞不拘,放诞不羁
大氅,斗篷
淳朴,淳厚
烦扰,烦闷
笨头笨脑,笨手笨脚
反复无常,翻云覆雨
犯上作乱,大逆不道
天伦之乐,天伦叙乐
吊民伐罪,吊死问疾
灯火辉煌,灯烛辉煌
发抖,打颤
胆寒,胆怯
处之泰然,泰然自若
编订,编著
发迹,腾达
同业,同行
凡夫俗子,伧夫俗人
通顺,通畅
拔帜易帜,拔帜树帜
不易之论,不易之典
边疆,边域
拔类超群,拔丛出类
发号布令,发号令发号出令
丰厚,丰富
璧还,返璧
磋议,磋商
赤地千里,疮痍满目
擘划,擘画
淡然处之,掉以轻心
笨嘴拙腮,笨嘴笨舌
撤销,捣毁
不乏其人,大有人在
抽薪止沸,釜底抽薪
特出,彪炳
悲天悯人,恻隐之心
低头下心,低首下心
发狂,发飙
乘虚以入,乘虚而入
粗拙,粗糙
肥头大耳,肥头大面
不治之症,不可救药
颓唐,低落
通俗,通常
从容自在,从容自若
风姿绰约,绰约无比
推后,推迟
把柄,痛处
短命,短折
地利人和,天时地利
大白,表露
大雨如注,暴雨倾盆
词不达意,辞不达意
池鱼堂燕,池鱼幕燕
承办,包办
动人心脾,动人心魄
独步天下,超群出众
担雪塞井,徒劳无功
打法,叮咛
翅膀,同党
残骸,残毁
打击,冲击
颓残,残毁
卑躬屈节,卑躬屈膝
饿虎擒羊,饿虎攒羊
富饶,丰富
范围,边界
通儒,通士
纯正,地道
茶楼,茶馆
不得而知,不知所以
白净,白皙
亭台楼阁,雕梁画栋
办事,处事
佛寺,梵宇
痴迷,沉醉
鞭辟入里,鞭辟向里
城门失火,池鱼林木
风雨同舟,分甘共苦
触目惊心,胆战心惊
惨恻,惨痛
避坑落井,趁火打劫
囤积居奇,投机倒把
天崩地坍,天崩地解
通合一气,通同一气
太仓一粟,沧海一粟
不辞辛苦,不辞劳苦
筹算,打算
敝帚千金,敝扫自珍
步履维艰,步履蹒跚
特性,特色
酧神,酬神
翻山越岭,奔走风尘
提要,提纲
操纵自如,得心应手
大显身手,大显神通
词典,辞书
低劣,恶劣
打破,粉碎
土话,土音
动身,出发
筹办,策划
补助,帮助
代俎越庖,包办代替
退缩,退守
唐突西子,唐突西施
怠惰,怠懈
闭门不出,闭关自守
璧还,反璧
逃亡,遁迹
透风,通风
婢作夫人,婢学夫人
笨蛋,白痴
投合,逢迎
不得要领,不痛不痒
冲刷,冲洗
产业,财产
动用,搬动
不堪设想,不可捉摸
不堪回首,创巨痛深
退伍,退役
颠来倒去,颠三倒四
大发雷霆,勃然大怒
包藏奸心,包藏祸心
倒悬之急,倒悬之苦
丰上杀下,丰上锐下
摧枯折腐,摧枯拉朽
诚笃,诚恳
雕虫小技,雕虫小巧
庇护,保护
表白,表达
特征,特色
蚍蜉憾树,不自量力
对峙,对立
拌合,搀和
比比皆是,多如牛毛
得寸则寸,得尺得寸
创痍满目,百孔千疮
处处,到处
插手,参预
冲犯,冲克
弊病,弊端
不容置喙,不容置辩
搽脂抹粉,涂脂抹粉
裁减,裁汰
百家争鸣,畅所欲言
抱成一团,打成一片
崇拜,崇尚
成绩,成效
不伦不类,非驴非马
避难趋易,避难就易
楚国亡猿,池鱼林木
采纳,采用
复杂,搀杂
百废俱兴,百废具兴
步骤,次序
白天,白日
锋芒毕露,脱颖而出
道不拾遗,道不掇遗
出色,拔萃
出生入死,赴汤蹈火
百无一失,百发百中
初志,初衷
递次,次序
存心不良,包藏祸心
黮暗,黮闇
促使,促进
百年好合,百年之好
阐扬,阐述
歹心,歹意
撤销,撤消
必恭必敬,毕恭毕敬
多嘴,多言
保障,保护
覆没,沉没
洞如观火,洞若观火
羼杂,搀杂
撮合,撮弄
返朴归真,返璞归真
尺牍,尺书
副作用,反作用
通风报信,通风报讯
退回,反璧
仇人,对头
东山再起,反复嚼
唇焦舌敝,费尽口舌
愁眉锁眼,蹙额颦眉
调兵遣将,发号施令
别有洞天,天外有天
痴肥,肥胖
东张西望,东瞧西望
辩口利舌,辩口利辞
徒有虚名,表里不一
头伙,端倪
腐败,凋谢
挺直,挺拔
淘汰,裁汰
头目,头领
别出心裁,独出机杼
仓促,匆匆中
保国安民,保家卫国
丰饶,丰富
并吞,吞噬
沉冤莫白,负屈含冤
德容言功,德言工容
飞砂走石,飞沙转石
当众出丑,当场出彩
参与,插足
倒屣相迎,倒屣而迎
愤恨,愤激
对答如流,出口成章
富埒陶白,富可敌国
充溢,填塞
承若,答允
沉淀,沉没
爆发,发作
投杼之惑,投杼之疑
俯瞰,俯视
豆剖,分割
天下无敌,天下莫敌
成仁取义,大公无私
分文不取,分文不受
白日做梦,痴人说梦
蠹国殃民,蠹国病民
大智大勇,单刀赴会
别出心裁,独辟蹊径
絺句绘章,絺辞绘句
得陇望蜀,贪多务得
分析,阐发
补助,贴补
垂头塌翅,垂头搨翼
不问可知,不言而喻
逗留,停止
定见,成见
反悔,忏悔
风前残烛,风中之烛
风雨交加,风雨凄凄
笔陡,陡峭
飙发电举,飙发电至
逃窜,逃逸
土崩瓦解,冰解冻释
繁文末节,繁文缛礼
措辞,谈话
调风弄月,打情骂俏
出没无常,变幻莫测
地主之谊,地主之仪
得体,多礼
发憷,忐忑
风流蕴藉,风度翩翩
摧毁,摧残
订亲,订婚
吩咐,付托
草头天子,草莽英雄
惨重,惨痛
天赋,天分
百顺百依,俯首贴耳
土崩瓦解,分化瓦解
暴发,产生
绨袍之义,绨袍恋恋
秃头,秃顶
飞蛾投火,飞蛾赴火
韬光隐晦,韬光用晦
从从容容,从容不迫
策动,动员
推陈出新,除旧更新
筚门圭窦,筚门闺窦
百废俱举,百废具兴
党同伐异,标同伐异
初稿,草稿
出言成章,出语成章
发号出令,发号令
推寻,推求
焚琴煮鹤,焚琴鬻鹤
肥沃,肥美
不法,犯警
拨乱为治,拨乱反治
兵荒马乱,颠沛流离
趁虚而入,乘虚而入
背本就末,抱枝拾叶
不阳不阴,不阴不阳
分钗劈凤,分钗断带
坍台,倒台
酬金,酬报
田户,佃农
督促,鞭策
菲仪,菲敬
才干,本事
倒戈卸甲,倒戈弃甲
不足为凭,道听途说
谄媚,奉承
佛学,梵学
贬抑,贬低
不振,颓废
擦掌磨拳,撺拳拢袖
等候,等待
抚今追昔,抚今悼昔
大步流星,风驰电掣
大智若愚,大巧若拙
推陈出新,吐故纳新
成规,陈规
退伍,复员
天作之合,房谋杜断
变化莫测,变化无穷
堆积如山,触目皆是
不作为训,不足为法
冰清玉洁,冰清玉粹
铜壁铁墙,铜墙铁壁
不名一文,床头金尽
伏罪,服罪
发扬踔厉,发扬蹈厉
报答,答谢
垂直,笔直
盗名欺世,盗名窃誉
此起彼伏,此起彼落
剥极将复,剥极必复
变化多端,变化万端
反戈一击,倒打一耙
二八佳人,二八女郎
城实,诚挚
报効,报效
地老天荒,天荒地老
道听途看,捕风捉影
东掩西遮,东遮西掩
充耳不闻,东风吹马耳
打开,翻开
晨光熹微,晨曦初露
不可收拾,不可救药
头目,头子
锤炼,锻炼
出动,搬动
大腹便便,肠肥脑满
退却,推绝
胆战心寒,胆战心惊
飞跃,奔腾
拜访,拜会
冯生弹铗,冯驩弹铗
兵荒马乱,兵慌马乱
不偢不倸,不瞅不睬
独步天下,独一无二
发聋振聩,发聩振聋
停滞不前,踌躇不前
闭目塞听,闭关自守
补偏救弊,补苴罅隙
帮手,副手
操作,操纵
盗匪,盗贼
残暴,刁恶
铲除,断根
常备不懈,提高警惕
天灾人祸,天下大乱
涕泪交下,涕泗横流
调侃,嗤笑
苍翠,碧绿
鼎鼎有名,大名鼎鼎
恶衣菲食,恶衣蔬食
扶直,扶助
天旋地转,地动山摇
部下,部属
暴乱,动乱
天崩地坍,天崩地坼
参差不齐,参差错落
成风尽垩,鼻垩挥斤
跋山涉水,跋涉山川
不解之仇,仇大恨深
乘隙,趁机
沉痛,悲哀
补偏救弊,拨乱反正
辅助,辅佐
非论,不论
扶摇直上,百尺竿头
不识一丁,不识之无
才气,才华
退军,撤军
分析,阐明
富强,繁荣
必需,必需
动摇,摆荡
出乎意外,出人意表
愁颜不展,愁眉苦脸
博闻强识,博学多闻
铁面无情,铁面无私
大宗,大批
体贴入微,体贴入妙
充军,放逐
成败利钝,成败得失
大好河山,大好河山
弹冠振衣,弹冠振衿
北门之管,北门之寄
床上叠床,床上安床
调养,保养
付出,奉献
粉白墨黑,粉白黛黑
出生入死,出入生死
多样,百般
处置,处理
藏垢纳污,藏龙卧虎
残花败柳,半老徐娘
定心,放心
吹吹打打,大吹大打
百姓,苍生
不可胜纪,不可胜计
出谋献策,出谋划策
恶衣菲食,恶衣粝食
别有风趣,别有风味
创办,创设
踌躇满志,得意洋洋
反复不定,出尔反尔
春色满园,春意盎然
丢三落四,差三错四
通俗,肤浅
采集,采撷
挑拨是非,拨嘴撩牙
夺取,篡夺
反目成仇,反面无情
触目惊心,怵目惊心
俯拾皆是,触目皆是
不利,倒霉
得天独厚,天时地利
出奇制胜,出奇取胜
铤而走险,逼上梁山
逃难,避祸
涕泪交流,涕泗横流
遁名匿迹,遁身远迹
灯红酒绿,饱食暖衣
拔地倚天,拔地参天
风流倜傥,风度翩翩
俄顷,半晌
博者不知,博而不精
车费,车资
东食西宿,贪得无厌
乘肥衣裘,乘肥衣轻
大义凛然,从容不迫
托辞,遁辞
得陇望蜀,贪得无厌
笨蛋,痴人
倒置,颠倒
操性,操行
不偏不倚,秉公无私
传达,传播
偷盗,盗取
包管,担保
不遗尺寸,不遗巨细
大师,大家
不料,不虞
跋前踕后,跋前疐后
督促,敦促
不受抬举,不识抬举
东飘西徙,东飘西荡
残忍不仁,残暴不仁
不假思索,不暇思索
班师回俯,班师回朝
放诞不拘,放浪无拘
大凡,凡是
同舟共济,同病相怜
半身不遂,八面玲珑
挑三嫌四,挑三检四
包揽,包办
通儒,通人
触物伤情,触景生情
愤世嫉俗,避世绝俗
必得,必须
捕捉,捕获
泰山压卵,螳臂当车
不衫不履,不修边幅
头绪,条理
出锋头,出风头
翻箱倒柜,翻箱倒箧
刀下留人,刀上超生
贪馋,馋嘴
恩威并用,恩怨了了
雕塑,雕刻
风韵犹存,半老徐娘
退回,奉璧
费尽心机,殚精竭虑
德才兼备,才高意广
怅恨,痛恨
东闪西挪,躲躲闪闪
天崩地裂,天崩地坼
逃窜,逃跑
同舟共济,同心合力
财富,财产
把玩无厌,百玩不厌
笔头生花,笔底生花
大力声讨,大张挞伐
法外施仁,从宽发落
调派,差遣
从善如流,从善若流
不登大雅,不登大雅之堂
地主之谊,东道之宜
发人深省,发人深思
背义负恩,背恩忘义
飞檐走壁,飞檐走脊
跋山涉水,不远千里
搭档,同伴
放浪不羁,放诞不羁
风韵,风姿
繁花,繁花似锦
发呆,发怔
搏斗,屠杀
纷来沓至,车水马龙
尺牍,尺素
蜂攒蚁聚,蜂屯蚁聚
葱翠,葱茏
地老天荒,地久天长
缔造,创设
兵强马壮,残兵败将
东拉西扯,断断续续
兵荒马乱,兵连祸结
发展,变化
沸腾,鼎沸
冰天雪地,滴水成冰
初露锋芒,初出茅庐
附耳低言,附耳低语
川流不息,车水马龙
胆小如鼠,胆小如豆
残剩,残存
比肩接踵,比肩继踵
拊背扼吭,拊背扼喉
百依百顺,百依百从
抵御,抵当
琛瑞,璧玉
传教,布道
乘胜追击,乘胜逐北
不到黄河心不死,不撞南墙不回头
葱翠,苍翠
打草惊蛇,打草蛇惊
天资,天才
刀光剑影,弹雨枪林
大发议论,大放厥词
不白之冤,复盆之冤
答应,答理
典型,表率
刁滑,恶毒
负固不服,负险不宾
顶峰,颠峰
璧还,奉还
悲愁,悲楚
天渊之别,天差地别
大喊大叫,大声疾呼
痛心,悲伤
推许,推崇
肥头大耳,肥头胖耳
锄强扶弱,扶弱抑强
替代,替换
恩重丘山,恩重如山
吞吞吐吐,吞吐其辞
纷纷,纷纭
发踪指示,发纵指示
缔造,创造
不假思索,脱口而出
措辞,发言
得体,体面
垂危,病笃
标新竖异,标新领异
挑唆,调拨
丰硕,丰满
得寸进尺,贪心不足
抚育,扶养
差事,差使
拖人下水,拖人落水
飙举电举,飙举电至
恶言恶语,赤口毒舌
百折不屈,百折不挠
饿殍遍野,饿殍枕藉
单一,单调
讽喻,讽谕
畅行无碍,畅通无阻
补偏救弊,补阙拾遗
搬家,搬场
跌宕,放诞
迸发,迸流
抬头挺胸,得意扬扬
垂帘听决,垂帘听政
道尽涂殚,道尽途殚
背道而驰,分道扬镳
拜见,参见
称心如意,称心满意
非法,犯科
摆架子,搭架子
表里相符,表里如一
超越,超出
诚笃,诚挚
残忍,残酷
凡夫俗子,草木愚夫
调派,打法
藏形匿影,藏头露尾
不可思议,咄咄怪事
不破不立,大破大立
风俗人情,风土人情
愤世妒俗,避世绝俗
丰功懿德,丰功硕德
提倡,倡导
秉公灭私,大义灭亲
胆子,胆量
铜驼荆棘,豆剖瓜分
地理,地舆
同仇敌忾,同仇敌慨
稠密,繁多
杯水救薪,杯水车薪
背恩弃义,背恩负义
谈空说有,谈天说地
土产,本地货
东家,店主
吹气如兰,吹气胜兰
察言观色,察颜观色
恬不知愧,恬不知耻
反身自问,反躬自问
田园,田地
春光如海,春深似海
百世之师,百世师
非法,不法
当行出色,登堂入室
提心吊胆,不寒而栗
保重,保养
飞鹰走狗,飞鹰走马
丰登,丰收
当兵,从军
惩罚,惩处
督促,促进
避坑落井,乘人之危
通明,通后
大伙,团体
烽火连天,弹雨枪林
餐松啖柏,餐葩饮露
东南之美,东南竹箭
德容言功,德言容功
透彻,透顶
放射,辐射
报告,陈诉
头昏目晕,头昏目眩
贪滥无厌,贪得无厌
充耳不闻,耳边风
池鱼之殃,池鱼林木
铁钉铁铆,铁板钉钉
低三下四,卑躬屈膝
垂手可得,探囊取物
对症下药,刀刀见血
纯粹,纯朴
富丽,灿烂
丰功伟烈,丰功伟绩
丢三落四,丢三拉四
同意,订交
变化无穷,变化多端
打搅,叨光
恩将仇报,不知恩义
推辞,推卸
痴肥,肥壮
推心致腹,推心置腹
胆颤心惊,胆颤心寒
陈设,摆设
雕心刻肾,雕肝刻肾
晨钟暮鼓,当头棒喝
大功告成,毕其功于一役
多事之秋,风雨飘摇
反面,背后
纯粹,纯洁
笨嘴拙舌,笨口拙舌
分辩,分辨
尺寸千里,尺幅千里
挑肥拣瘦,挑三拣四
达到,抵达
贪欲无艺,贪贿无艺
对比,比照
蜂识莺猜,蜂迷蝶猜
飞土逐害,飞土逐肉
得意忘形,不可一世
白发苍苍,白发苍颜
不伦不类,不三不四
博斗,屠杀
白费,徒劳
奋发有为,大有作为
成千成万,成百上千
残骸,废墟
断梗流萍,断梗飘萍
陶冶,锻炼
反叛,背叛
白手,徒手
鹑居鷇食,鹑居鷇饮
夫妇,夫妻
不料,不意
差别,反差
抱瓮灌畦,抱瓮灌园
布帛菽粟,柴米油盐
拂晓,薄暮
打开,敞开
彼倡此和,彼唱此和
土生土长,村生泊长
布告,通告
不足为凭,不足为据
摧毁,捣毁
盗匪,伏莽
贪馋,贪吃
封闭,封锁
丹书铁券,丹书铁契
停泊,停靠
闭门觅句,闭门造车
八百孤寒,白衣秀士
凤毛麟角,百里挑一
别名,笔名
东张西觑,东瞧西望
风雨晦冥,风雨晦暝
饱经风雪,饱经世故
淌下,滴下
透彻,彻底
不知去向,不知所终
挑拨离间,推波助澜
东望西观,东瞧西望
付诸东流,付之东流
白发,白首
尺有所短,尺短寸长
不可名状,不堪言状
恶衣粗食,恶衣粝食
奉行不悖,并行不悖
采取,拔取
方寸大乱,方寸已乱
别具肺肠,别有肺肠
促使,鞭策
东主,店东
独霸,把持
不在话下,不足挂齿
晨参暮礼,晨昏定省
奉养,抚养
天下匈匈,天下汹汹
负固不服,负险不臣
吞吞吐吐,吞吐其词
不守妇道,不安于室
躲避,遁藏
成王败寇,败者为寇
釜中之鱼,釜中游鱼
附耳射声,捕风捉影
城市,都市
发狂,发疯
炊沙作饭,炊砂作饭
沉寂,沉默
打草惊蛇,操之过急
风韵,风度
退步,腐烂
东家,店东
反叛,投降
度过,渡过
白头如新,白头而新
通前彻后,通前澈后
覆巢无完卵,覆巢破卵
独创,创作
打躬作揖,点头哈腰
跌宕风流,跌荡风流
犯颜极谏,犯颜苦谏
兔死狗烹,得鱼忘筌
浮浅,菲薄
匆忙,仓猝
半新不旧,半新半旧
粗俗,卑鄙
天庭,天廷
兵戈扰攘,兵戈抢攘
暴燥,浮躁
太仓稊米,沧海一粟
韬光晦迹,韬光隐迹
保境息民,保家护国
耳听八方,耳听八方
妥善,停当
拔萃出群,拔萃出类
条文,条规
赤地千里,寸草不留
成事在天,听天由命
便条,条子
不可企及,不可逾越
百读不厌,百闻不厌
庇护,保卫
布衣韦带,白衣秀士
赤诚,诚恳
铁杵磨成针,铁棒磨成针
不可或缺,必不可少
徒有虚名,徒有其名
茶余饭饱,茶余饭后
不矜细行,不护细行
包袱,负担
低垂,低落
恩深义重,恩深似海
撤职,罢职
耽误,耽延
残茶剩饭,残羹冷炙
突然,顿然
独往独来,独来独往
白日升天,白日上升
犯人,犯罪
百不一爽,百不失一
抱瓮灌畦,抱瓮出灌
笨重,沉重
反映,反应
挑精拣肥,挑精选肥
成群结队,成群作队
尔虞我诈,分崩离析
递次,次第
贪嘴,馋嘴
兵无常势,步调一致
并列,比肩
当事人,本家儿
常谈,常谭
不觉技痒,蠢蠢欲动
炳烛夜游,秉烛夜游
采及葑菲,采葑采菲
尝鼎一脔,尝鼎一膏
彻夜不眠,通宵守夜
表彰,称赞
彻骨,透骨
粗笨,笨拙
打垮,打倒
百无聊赖,百般聊赖
出人意外,出人意表
贬斥,贬谪
辞简义赅,辞简意赅
杯水舆薪,杯水车薪
打抱不平,扶弱抑强
博爱,泛爱
抱朴含真,抱素怀朴
顶门壮户,顶门立户
伐罪吊民,除暴安良
别鹤孤鸾,别鹤离鸾
残害,摧残
大年夜,除夕
倘使,淌若
不屑一顾,鄙夷不屑
别致,簇新
丢魂丢魄,丢魂失魄
投机取巧,偷懒耍滑
出死入生,出入生死
断井颓垣,断垣残壁
摆布,捣鼓
慈悲为怀,慈悲为本
不着边际,天南海北
白帢青衫,白袷蓝衫
提出,提议
愁眉不展,愁眉苦脸
跋扈,霸道
辨识,分辨
拜见,参拜
不祧之宗,不祧之祖
表扬,陈赞
髀肉复生,髀里肉生
天昏地暗,天昏地黑
弹冠相庆,粉墨登场
板板六十四,版版六十四
天空,天际
点窜,篡改
费神,费心
陈腐,腐化
地坼天崩,地动山摇
发起,提议
倡议,倡导
胆大妄为,胆大包天
边境,边界
慈乌反哺,慈乌返哺
大发慈悲,大慈大悲
独具一格,别有风味
东西南北,东西南朔
暴躁,粗暴
趁人濯危,趁人之危
徒然,猝然
鼻孔撩天,鼻孔朝天
吃醋,妒忌
发擿奸伏,发隐摘伏
秉性,本性
不劳而获,不义之财
放僻邪侈,放辟邪侈
推涛作浪,推波助澜
不惮其烦,不胜其烦
叹息,叹惋
炊沙作饭,徒劳无功
吃惊,诧异
通力合作,逼上梁山
富商大贾,富商蓄贾
背本就末,背本逐末
铁壁铜墙,铜墙铁壁
船厂,船坞
臭烘烘,臭熏熏
东飘西徙,东飘西泊
而今,此刻
同伙,伴侣
凡人,常人
童叟不欺,童叟无欺
烦扰,动乱
称扬,陈赞
东寻西觅,东搜西罗
飞墙走壁,飞檐走脊
头昏脑胀,头昏眼花
成双作对,才子佳人
倒闭,停业
地势,大局
统率,统带
东床娇婿,东床娇客
败北,腐败
返璧,奉还
标新创异,标新立异
大有可为,大有作为
跌脚槌胸,跌脚搥胸
否极必泰,剥极必复
搬口弄舌,搬唇递舌
出头,出面
拔萃出群,拔类超群
多事之秋,多故之秋
摧毁,败坏
飞觥献斝,传杯送盏
惨白,苍白
驳杂,搀杂
从善如流,从谏如流
慈眉善目,慈祥恺恻
叱责,斥责
出头露面,不甘寂寞
典当行,当铺
悲痛欲绝,痛心入骨
册封,封爵
疮痍满目,断垣残壁
报怨雪耻,报仇雪耻
抱头大哭,抱头痛哭
稗官小说奇文轶事,稗官野史
不迟不疾,从容不迫
豹隐,遁世
丰腴,肥胖
魑魅魍魉,魑魅罔两
不安,忐忑
驰驱,奔走
饿虎吞羊,饿虎见羊
大肆,大举
发掘,发现
差人,差佬
标新竖异,标新立异
讨债,讨帐
洞察,洞悉
独断独行,独行其是
拔山扛鼎,拔山超海
不拘小节,不顾外表
城堡,堡垒
发布,颁发
丰腴,丰满
天下乌鸦一般黑,天下老鸦一般黑
拆东墙补西墙,拆东补西
否定,否认
不和,反目
唱和,附和
富甲一方,富可敌国
芬芳,芳香
调整,调动
藏匿,躲藏
偷梁换柱,偷换概念
大开眼界,大长见识
并驾齐驱,不相上下
低头不见抬头见,抬头不见低头见
东西,对象
烽火,烽烟
独霸,操纵
出水芙蓉,初发芙蓉
出名,驰名
败北,凋零
北辕适楚,北辕适粤
富丽堂皇,雕梁画栋
赐赉,赐予
灯蛾扑火,飞蛾赴火
耳闻目睹,耳濡目染
传神,逼真
代为说项,逢人说项
堵塞,停顿
雕悍,粗暴
而今,当前
奋起直追,奋发图强
嘀咕,嘟囔
兵来将挡，水来土掩,兵来将敌，水来土堰
分家,分居
反经合义,反经合道
不得开交,不可开交
缠绵凄怆,缠绵悱恻
卑以自牧,卑己自牧
擘肌分理,条理清晰
天地之别,天壤之别
动态,动静
疯狂,猖獗
不值一哂,不值一笑
誊录,誊写
成绩,成就
猖狂,放肆
半斤八两,不相上下
挑唆,调唆
出生,出世
呆板,板滞
踌躇不决,踌躇未决
恬不为怪,从容不迫
避开,躲闪
趁水和泥,趁热打铁
饿虎吞羊,饿虎攒羊
登位,登基
蜉蝣撼树,螳臂挡车
拔树寻根,拔树搜根
把素持斋,持斋把素
低贱,低微
别出心载,标新立异
不可胜数,不可胜道
衬着,衬托
丰衣足食,饱食暖衣
串同,串通
恶语伤人,出言不逊
待遇,酬劳
土豪劣绅,达官贵人
饱经忧患,饱经沧桑
缔交,邦交
残败,残毁
东奔西跑,东奔西走
不期然而然,不期而然
得志,称心
比如,比方
扒耳抓腮,扒耳搔腮
采用,拔取
闭门却轨,闭门扫轨
多事之秋,兵连祸结
吵架,打骂
涤瑕荡秽,涤瑕荡垢
登科,登第
俯首称臣,北面称臣
得未尝有,得未曾有
地步,田地
飞快,飞速
彪炳千古,彪炳日月
穿戴,穿着
不平之鸣,不平则鸣
绰号,绰号
从风而服,从风而靡
不得要领,不知所为
挑拨离间,拨弄是非
胆大包身,胆大包天
传说,传奇
发烧,发热
崇洋媚外,卑躬屈膝
囤积居奇,操奇计赢
饱以老拳,痛下杀手
拨乱反治,拨乱反正
备尝艰苦,备尝辛苦
惨无人道,惨绝人寰
称颂,称赞
大雨如注,大雨倾盆
不分皂白,不问青红皂白
沸反盈天,蜩螗沸羹
道不拾遗,道不举遗
败国丧家,败国亡家
抽搭,抽泣
舛错,差错
否尽泰来,否极泰来
百步穿杨,百发百中
奉若神明,奉如神明
部队,队列
卑礼厚币,卑辞重币
电板,电池
波澜壮阔,波涛汹涌
暴风骤雨,暴风疾雨
答应,承诺
撤退,撤回
特意,特为
闯事,闯祸
犯法,犯科
称道,称赞
厕所消息,道听途说
大放厥辞,大放厥词
办理,打点
仇人,敌人
不管四六二十四,不管三七二十一
百无禁忌,童言无忌
拔刀相助,拔刀相济
处置,处罚
成衣,裁缝
反对,不准
大处落墨,大处着眼
