剧本,脚本
屠戮,杀戮
无济于事,画饼充饥
虐待,荼毒
积年累月,积岁累月
耳闻则诵,耳熟能详
兼包并容,兼容并包
解说,说明
家世,门第
头重脚轻,虎头蛇尾
能言善辩,能言快语
清丽,清朗
吊尔郎当,玩世不恭
淡雅,清雅
东藏西躲,东躲西藏
后继无人,后继有人
无名之朴,无名之璞
恍恍惚惚,迷迷糊糊
旁征博引,旁求博考
栖息,栖身
见多识广,殚见洽闻
怀孕,怀胎
事先,事前
火树银花,灯火辉煌
单据,票据
同乡,同亲
兑现,实现
无地自容,无处藏身
卖剑买牛,买牛卖剑
歪风邪气,歪门邪道
特有,独特
其味无穷,回味无穷
默默无闻,藉藉无名
条款,条件
污浊,混浊
耳旁风,耳边风
特地,额外
洞穴,洞窟
取青妃白,取青媲白
计策,计谋
合计,算计
推波助澜,火上浇油
随心,随意
洁身自爱,洁身自好
投诚,降服
失色,失神
谨小慎微,敬小慎微
党首,党魁
瓮牖绳枢,蓬门荜户
见几而作,见几而作
叹息,叹气
典型,模范
欢蹦乱跳,手舞足蹈
疼痛,难过
特地,特殊
偏爱,偏疼
沁人心脾,赏心悦目
道貌俨然,道貌凛然
年齿,年龄
夙夜,旦夕
欢呼雀跃,欢喜若狂
雕梁画栋,金碧辉煌
东飘西徙,东迁西徙
名胜古迹,洞天福地
决定,断定
评价,评估
后悔莫及,噬脐莫及
代替,替换
天马行空,挥洒自如
对牛弹琴,无的放矢
平步青云,平步青霄
结局,到底
花样,名目
决战,死战
潜移嘿夺,潜移阴夺
浸透,渗透
七死八活,死去活来
店肆,店铺
和衣而卧,和衣而睡
打诨插科,撒科打诨
欠据,借条
奸细,特务
水滴石穿,绳锯木断
较亲,较胜
体无完皮,体无完肤
讥笑,调侃
穷乡僻壤,穷山恶水
胡涂,颟顸
尽心竭力,尽力而为
明确,精确
疆域,疆土
土鸡瓦狗,土龙沐猴
声名狼藉,身废名裂
嫡妻,德配
偷活,偷生
黄发台背,黄发鲐背
深重,寂静
挑选,筛选
后劲,潜力
免职,解职
文房四艺,琴棋书画
回味,体味
上岸,登陆
偏见,私见
好行小惠,好行小慧
惊惶失措,惊惶无措
命名,定名
饕口馋舌,饕餮之徒
什袭以藏,什袭而藏
滑稽,诙谐
山岭,山峰
说东谈西,说东道西
闻风而动,闻风而逃
奢念,奢求
具名,签名
思绪,思路
天昏地暗,凄风苦雨
推动,推进
私语,谜语
雕刻,雕饰
胆识,胆量
饿虎吞羊,饿虎扑食
减削,节省
收集,汇集
失和,树敌
清瘦,清癯
陪伴,随同
万籁俱寂,寂然无声
腾清,誊清
田庐,田里
提纲挈领,提要钩玄
回护,袒护
千载一会,千载一合
同化,混合
巧立名目,欺上瞒下
天之僇民,天之戮民
千辛万苦,坚苦卓绝
漫天盖地,漫天匝地
精明,能干
文武双全,品学兼优
洞烛其奸,洞察其奸
四战之国,四战之地
秘而不宣,讳莫高深
推广,推论
焦灼,焦急
艰巨,艰难
望女成凤,望子成龙
雕镂,镌刻
评断,评议
平地,平川
平淡无奇,淡而无味
描写,描述
提防,提神
九泉,地府
适逢其会,适逢其时
失时,失机
宦官,太监
神使鬼差,神差鬼使
肃然起敬,肃然生敬
山崩地裂,地动山摇
清闲,轻闲
万死一生,九死一生
滔滔汩汩,滔滔滚滚
起家,起身
手到拿来,手到擒来
倾听,谛听
惦念,担心
漫笔,随笔
花园,花坛
设备,建立
狐朋狗友,酒肉朋友
驷不及舌,驷马难追
诞生,降生
名利双收,求名求利
收货,获利
鸣金收兵,鸣金收军
合用,适用
东闪西挪,东闪西躲
威胁,威吓
嫉妒,嫉恨
片瓦不留,片甲不留
骄佚奢淫,骄泰淫泆
忸怩不安,忸怩作态
推襟送抱,推诚相见
宏大,庞大
土匪,强盗
忘生舍死,舍死忘生
极刑,极刑
无以复加,叹为观止
解救,抢救
肮脏,龌龊
孑立,单独
舍身为国,毁家纾难
千态万状,千状万端
商讨,计议
绵延,绵亘
味同嚼蜡,索然无味
气馁,丧气
莫逆之交,道同志合
惊惧,惊慌
接连,毗连
计无所出,手足无措
酩酊大醉,酩酊烂醉
接触,交战
动力,能源
声气,声音
界线,界线
五光十色,五彩缤纷
暮年,末年
纪念,记忆
剧变,巨变
欢跃,雀跃
违约,爽约
手不释书,手不释卷
披沙拣金,沙里淘金
攀高结贵,攀龙附凤
劫后余生,大难不死
降尊纡贵,降贵纡尊
宏大,弘大
情绪,激情
山光水色,湖光山色
恨恶,讨厌
死刑,死罪
评论,谈论
拒抗,抵抗
挽救,急救
气概,魄力
杞天之虑,杞人忧天
家传户诵,家传户颂
何关,何干
技击,武术
墙花路柳,墙花路草
竞赛,角逐
清晨,破晓
三告投杼,无中生有
幻境,幻景
生龙活虎,精神抖擞
投宿,投寄
寒冬,极冷
唯命是从,马首是瞻
荒原,荒漠
将遇良才,棋逢敌手
问寒问暖,问长问短
苏醒,觉醒
翘首以待,拭目以待
品级,等级
漫无止境,漫无边际
结余,剩余
接受,继承
神号鬼泣,神嚎鬼哭
打架,斗殴
透亮,透明
交友,结交
回击,还击
升天,逝世
低头哈腰,点头哈腰
片言只语,片言只字
牛头马面,马面牛头
剧烈,激烈
活络,矫捷
惊奇,惊异
疲钝,疲顿
寄予,寄托
惶惶,惶惑
王侯将相,王公贵族
借势,借重
怒发冲冠,怒形于色
四亭八当,四停八当
情味,情趣
石洞,石窍
山岭,山脊
铁板铜琶,铜琶铁板
倘佯,彷徨
艰苦卓绝,坚苦卓绝
伙伴,火伴
缺欠,缺点
何必,何须
回想,回忆
寝息,就寝
天旋地转,天摇地动
单身,独身
同日而论,同日而言
鸠车竹马,青梅竹马
挑三嫌四,挑三拣四
独具只眼,独具慧眼
琴瑟之好,琴瑟调和
敌意,歹意
评价,评判
年底,年关
亡国之音,亡国之声
梦幻泡影,镜花水月
物品,货色
丧尽天良,无恶不作
威迫,威逼
截至,适度
哨兵,尖兵
搜集,网罗
得志,满足
巧语花言,花言巧语
碰巧,适逢
通令,通饬
昏庸,昏暴
焦头烂额,破头烂额
吉星高照,吉祥如意
千娇百媚,花枝招展
机缘,机遇
代办,代理
交织,交错
数米而炊,数米量柴
明火执械,明火持杖
泥塑木雕,木雕泥塑
毛病,纰谬
省却,省掉
擅自,私行
区分,区别
三贞九烈,九烈三贞
拘押,拘捕
经文纬武,文经武纬
滴水不漏,点水不漏
飘荡,飘摇
守节,守贞
伸张,舒展
探究,讨论
拖堂,拖课
外洋,海外
面目全非,耳目一新
汉子,男子
嫩艳,娇艳
价值千金,价值连城
堵塞,艰涩
合适,适当
顺风使帆,顺风张帆
境遇,环境
黍离麦秀,黍秀宫庭
狠劲,竭力
闻风而动,闻风而起
锦囊佳制,锦囊佳句
搜聚,搜罗
简政放权,精兵简政
计伐称勋,计功程劳
特出,奇快
画荻丸熊,画荻和丸
韬光灭迹,韬光隐迹
乔妆,乔装
强壮,强健
怒目,瞪眼
惧罪,畏罪
麻木不仁,麻痹不仁
探访,探询
伟人,巨人
缩衣节口,缩衣啬食
朋比为奸,朋比作奸
急促,短促
判然不同,截然不同
退回,送还
局面,大局
纨绔子弟,千金之子
内乱,内讧
家书,家信
横行霸道,横冲直撞
静观其变,拭目以待
厚彼薄此,厚此薄彼
后背,后面
听说,据说
望眼将穿,望穿秋水
交口称誉,交口称赞
美意,好心
谦逊,谦让
靖言庸违,靖言庸回
文过饰非,死不悔改
深仇大恨,深仇宿怨
平易近人,平易近民
鹊巢鸠占,鹊巢鸠居
倾城而出,倾巢而出
逆行倒施,逆施倒行
暮气沉沉,灰心丧气
委靡,怠倦
嫉妒,妒忌
赏善罚否,赏善罚恶
缅想,思念
耐人寻味,回味无穷
青蝇染白,青蝇点素
手挥目送,目送手挥
毁灭,歼灭
坚固,结壮
乌灯黑火,黑灯瞎火
记取,记着
商人,市井
华丽,华贵
交班,接班
跌价,减价
平安无事,平平安安
忸怩不安,扭扭捏捏
无计可施,没计奈何
凄切,凄婉
交头接耳,街谈巷议
群策群力,齐心协力
盲人扪烛,盲翁扪籥
时运不济,命蹇时乖
东游西荡,东游西逛
术数,神通
刀光剑影,杀气腾腾
切切,千万
体验,体认
单刀直入,平铺直叙
后来居上,后起之秀
道貌俨然,道貌岸然
市价,时价
苏醒,惊醒
得知,获悉
坏人,歹徒
武艺,身手
体裁,文体
断齑画粥,断齑块粥
书写,誊写
时令,季节
欢然,陶然
荒疏,荒芜
舐犊之爱,舐犊情深
区域,地域
守猎,狩猎
贫病交加,啼饥号寒
机械,呆滞
斗筲之人,斗筲之器
祸患,祸殃
警惕,机警
抉剔,挑剔
民脂民膏,民膏民脂
生活,糊口
怀才不遇,骥服盐车
趋承,趋附
诘屈磝碻,诘屈聱牙
世界,天下
魂灵,魂魄
怀孕,受孕
含垢包羞,含垢忍辱
推举,推选
埋没,泯没
升堂入室,登堂入室
大量,洪量
大义灭亲,铁面无私
精良,精制
偏执,偏激
式样,式子
贪馋,饕餮
投鼠之忌,投鼠忌器
稳当,稳妥
胡说白道,胡说八道
少安毋躁,稍安毋躁
奴颜婢膝,奴颜媚骨
好景不常,好景不长
颂声载道,交口称赞
呆板,木讷
急迫,迫切
深不可测,神秘莫测
沃田,沃畴
文字,翰墨
活路,活门
丧胆销魂,亡魂丧胆
曲缩,蜷缩
躲避,逃匿
扼要,简要
顶天立地,气概不凡
交易,买卖
莫逆之交,金兰之契
声气相投,声气相求
怒斥,痛斥
二三其德,二三其意
上升,上涨
交付,托付
叹息,叹惜
外行,生手
动手,起头
收工,停工
俊丽,俊美
及锋而试,捷足先得
上天入地,踢天弄井
囊中物,瓮中鳖
地面,大地
机械,机器
视人如伤,视下如伤
吻合,契合
酣嬉淋漓,酣畅淋漓
忙活,忙碌
鼎成龙升,鼎成龙去
特异,奇异
歪打正着,误打误撞
局势,地势
挥金如土,挥霍无度
晦暗,黑暗
何啻,岂止
片甲不存,片甲无存
含血喷人,恶语中伤
借古讽今,含沙射影
娇傲,骄矜
问这问那,问长问短
焦金流石,燋金烁石
盘点,盘货
叫好,喝彩
侍者,酒保
品头论足,品头题足
秃子,秃顶
徒负虚名,名存实亡
大街小巷,街头巷尾
水滴石穿,滴水石穿
巧取豪夺,敲榨勒索
打情骂俏,打情骂趣
识途老马,驾轻就熟
气量,度量
金刚努目,青面獠牙
善长,特长
漫步,散步
大骂,痛骂
无误,精确
剜肉医疮,挖肉补疮
删繁就简,芟繁就简
权宜之计,缓兵之计
世易时移,事过境迁
偷盗,偷窃
轻巧,轻快
免除,解任
海屋添筹,海屋筹添
宛如,彷佛
熟习,熟谙
视为儿戏,视同儿戏
疲惫不堪,筋疲力尽
低沉,低落
捣乱,捣鬼
大作,鸿文
含笑九泉,死而无憾
千疮百孔,满目疮痍
前俯后仰,哄堂大笑
花天酒地,荒淫无道
机灵,精灵
恫吓,威吓
七上八下,忐忑不定
没大没小,目无尊长
冒冒失失,失张冒势
决一死战,决一雌雄
三生有幸,洪福齐天
欢呼雀跃,欢欣鼓舞
蛾眉皓齿,蛾眉螓首
逃避,逃匿
岁月,韶华
虽死犹荣,虽败犹荣
上任,就任
激发,激勉
思贤若渴,求贤若渴
讲解,讲授
精粹,精彩
讲理,温柔
七零八落,乌七八糟
鸡皮鹤发,鸡肤鹤发
耗损,损失
瘦弱,衰老
输肝写胆,输肝沥胆
其势汹汹,饿虎扑食
递次,顺序
漠视,忽略
敲诈勒索,敲榨勒索
气充志骄,气骄志满
违法,违纪
田单,田契
情绪,情感
弥天大罪,滔天罪行
万事亨通,万事如意
翘足引领,翘首引领
黄钟毁弃,黄钟长弃
唾面自干,逆来顺受
东挪西撮,东挪西借
闪动,闪灼
腼颜人世,靦颜人世
畏首畏尾,胆小如鼠
那边,哪里
商榷,商谈
低三下四,低声下气
缉拿,缉捕
铩羽,失利
好友,密友
史书,汗青
浓妆艳抹,浓装艳抹
恩将仇报,倒打一耙
海浪,海潮
拖累,牵连
无数,多数
太甚,太过
穷困,贫寒
屈驾,枉驾
盲人摸象,忐忑不安
无间可乘,无隙可乘
死而不悔,死而无悔
面誉背毁,面誉背非
前程万里,锦绣前程
荆棘塞途,荆棘载途
涕泪交垂,涕泗横流
生不逢辰,生不遇时
海中捞月,海底捞针
难舍难分,难舍难离
卖俏行奸,卖俏迎奸
生死与共,生死相许
慢条斯礼,慢腾斯礼
去粗取精,取精用宏
末了,末端
金钱万能,钱可通神
艰辛,艰苦
回文,回环
神差鬼遣,神差鬼使
深更半夜,三更半夜
敌对,敌视
及第,登科
假如,假设
天下一家,天下为公
话语,谈话
堆集,积蓄
气焰嚣张,肆无忌惮
敬而远之,敬若神明
明哲保身,见死不救
神头鬼脸,神头鬼面
庆祝,道喜
甜津津,甜滋滋
手无寸刃,手无寸铁
军人,甲士
接二连三,接踵而至
时值,物价
偷换,掉包
碰面,见面
奖励,嘉勉
没大没小,没上没下
顽皮贼骨,顽皮赖骨
天地诛灭,天诛地灭
托钵,讨饭
坏人,歹人
见德思齐,见贤思齐
生理,生计
卷曲,弯曲
徒劳无功,徒劳往返
倾向,偏向
敌意,恶意
横七竖八,东歪西倒
推断,推测
匿伏,埋伏
交恶,决裂
和衷共济,通力合作
山高水险,艰难险阻
洪水猛兽,天灾人祸
得步进步,贪得无厌
收尾,结尾
唯我独尊,目空一切
划船,荡舟
美观,面子
难以启齿,难言之隐
请问,请示
合家欢乐,天伦之乐
亲人,恩人
四处,随地
山清水秀,湖光山色
申谢,道谢
收效,生效
凝合,凝聚
无缘无故,莫明其妙
鞠躬尽瘁,死而后已
听任,提倡
丧生,物化
寰球,全球
精湛,精熟
大众,团体
潜移默化,默转潜移
使者,使臣
生吞活剥,生搬硬套
挪用,调用
倾泻,倾注
判断,断定
调剂,调度
设身处地,身临其境
收集,网络
投亲靠友,求亲靠友
大难,浩劫
憬悟,觉悟
目生,陌生
敬授人时,敬授民时
借客报仇,探丸借客
文书,文告
得体,端庄
惠临,惠顾
披肝露胆,披露肝胆
盛名,闻名
危坐,端坐
堂倌,跑堂
色鬼,色魔
散马休牛,刀枪入库
对症下药,对症发药
丝毫,涓滴
透彻,透辟
目不斜视,目不邪视
统治,统辖
大器小用,大材小用
佃农,佃户
侨民,外侨
拳拳盛意,深情厚意
举手之劳,手到拈来
今天,即日
十万火急,十二金牌
麻烦,艰难
桀骜不驯,桀敖不驯
技能,妙技
命途多舛,时乖命蹇
茅屋,茅庐
接头,商议
蔚成风气,蔚然成风
牝鸡晨鸣,牝鸡牡鸣
无忧无虑,无虑无忧
豪放,豪爽
幻术,魔术
无可置疑,无可争辩
水准,水平
生吞活剥,囫囵吞枣
狠劲,玩命
委屈,屈身
七步成章,七步成诗
浩大,伟大
巨擘,巨头
那处,哪里
全神倾注,全神关注
窘境,逆境
取笑,打诨
田户,佃户
紧要,首要
烘托,陪衬
加剧,加重
推却,推绝
神号鬼哭,神嚎鬼哭
望梅止渴,说梅止渴
年老,年迈
无极,混沌
面容,面目
迷离徜恍,迷离惝恍
满堂彩,满堂红
打手势,打手式
委婉,间接
驾雾腾云,腾云驾雾
劲敌,强敌
什围伍攻,十围五攻
丧胆游魂,亡魂丧胆
投机取巧,见风转舵
无功受禄,无功而禄
气概,气势
厚颜无耻,恬不知耻
底子,基础
动怒,起火
晶体,鉴戒
地主之谊,地主之谊
呶呶不休,滔滔不绝
横暴,狠恶
停歇,苏息
就义,捐躯
思前想后,绞尽脑汁
悔不当初,悔之不及
清扫,打扫
取代,庖代
埋头,潜心
探听,打探
囊空如洗,身无分文
美味,适口
荒唐,妄诞
惊心动魄,惊魂动魄
怒目圆睁,金刚怒目
侮辱,欺压
七高八低,崎岖不平
杀马毁车,毁车杀马
监督,监视
欠据,借约
捧腹大笑,哄堂大笑
邯郸学步,邯郸重步
枪林弹雨,枪林刀树
婚姻,婚配
屏蔽,屏障
党同伐异,结党营私
停下,停驻
前仰后合,前合后仰
轻飘飘,飘飘然
还朴反古,还淳返朴
今是昔非,今是昨非
提心吊胆,担惊受怕
头先,头里
交恶,闹翻
旗开得胜,首战告捷
铁案如山,确凿不移
时刻,期间
丢弃,丢掉
打死老虎,打落水狗
叫好,喝采
举贤任能,唯才是举
山清水秀,山青水秀
交谈,攀谈
机灵,机智
荆棘丛生,荆棘载途
收货,收成
上帝,天主
洞察一切,洞若观火
内行,好手
同侪,同辈
雕虫末技,雕虫末伎
含羞,腼腆
南辕北辙,戴盆望天
偷香窃玉,韩寿偷香
十室九空,饿殍遍野
室如悬磬,环堵萧然
瞒上欺下,瞒天过海
斗艳争芳,斗艳争辉
世间,红尘
权臣,权贵
倾轧,排挤
深厚,深挚
生活,生涯
名震一时,声誉鹊起
豁然大悟,豁然开悟
头等,甲第
境地,田产
三年五载,年复一年
填补,弥补
决胜千里,稳操胜算
蜕变,蜕化
束修自好,束身自修
拍案叫绝,击节称赏
岁入,岁收
培育,培养
十雨五风,十风五雨
年高德劭,德隆望尊
危于累卵,间不容发
无计可奈,无计奈何
叫嚣,叫嚷
当前,目今
名扬四海,名满天下
缩头缩脑,缩手缩脚
梢公,舵手
三言两语,三言二语
取信,守信
危言耸听,骇人闻听
排斥异己,排除异己
得不偿失,得不酬失
潜移默化,近朱者赤
十拏九稳,稳操胜算
豆萁燃豆,豆萁相煎
痛不欲生,痛哭流涕
皎白,结拜
沃野千里,通都大邑
神魂颠倒,精神恍惚
惠临,驾临
石投大海,石沉大海
合情合理,惬心贵当
泣不成声,痛哭流涕
调风弄月,谈情说爱
面不改色,神色自若
后代,后辈
声誉,名誉
见风驶舵,顺水推舟
叫化,求乞
肆意,随意
权利,权柄
花样繁多,花样翻新
生硬,结巴
颓垣废井,颓垣败井
前边,前面
拖拉,磨蹭
觊幸,觊觎
二三其德,见异思迁
大功告成,万事大吉
面缚舆榇,面缚衔璧
海不扬波,刀枪入库
天昏地暗,昏天黑地
团结一心,同甘共苦
琼浆,美酒
和尚,头陀
军号,号角
气呼呼,气鼓鼓
骄贵,骄矜
妻儿老小,妻儿老少
调皮,顽皮
会聚,汇注
三媒六证,明媒正娶
遣散,驱散
四体不勤,无所事事
拍手称快,皆大欢喜
完成,实现
打破,突破
虎落平川,虎落平阳
气宇,气度
攀援,攀附
疾速,神速
技术,手艺
含蓄,婉转
烹调,烹饪
轰隆,霹雳
打理,收拾
誓山盟海,誓海盟山
好似,好比
千言万语,千语万言
沐雨栉风,沐雨梳风
娓娓动听,娓娓道来
挞伐,讨伐
攀登,攀高
大雨如注,大雨滂沱
民俗,民风
尾随,随同
前卫,前锋
教授,师长
接续,继续
水患,水灾
善意,善心
举目无亲,踽踽独行
挑衅,挑逗
怀金拖紫,怀黄佩紫
说一不二,金口玉牙
厚谊,情谊
孰不可忍,拍案而起
独占鳌头,独霸一方
畏羞,害羞
举案齐眉,鸿案相庄
污浊,浑浊
眷恋,眷顾
噤若寒蝉,默默无声
颂扬,颂赞
青霄直上,青云直上
担雪塞井,担雪填河
底死谩生,抵死谩生
眠花宿柳,眠花藉柳
外观,外貌
惟一,独一
怠缓,缓慢
崎岖,逶迤
唾弃,舍弃
当兵,投军
崎岖,低洼
谋图不轨,谋为不轨
头昏脑眩,头昏脑眩
万古长春,万古长青
潜逃,逃窜
倾盆,滂湃
东奔西走,萍踪浪迹
剧烈,猛烈
抵制,抵御
目不知书,目不识书
急不择路,慌不择路
武器,火器
枉口拔舌,枉口诳舌
统帅,统带
店保,铺保
死后,身后
窍门,决窍
动身,启航
假充,假意
骄奢放逸,骄奢淫泆
耽惊受怕,担惊受怕
怒目,横眉
恼怒,恼火
天各一方,山陬海澨
迷失,迷离
肮脏,污秽
结构,机关
度外之人,素昧平生
合同,条约
单据,单子
年高德勋,德隆望尊
欧美,泰西
切磋琢磨,推本溯源
禁止,禁绝
全部,十足
浓妆淡抹,浓抹淡妆
节约,省俭
唯妙,曼妙
说三道四,品头评足
无依无靠,单枪匹马
少许,极少
君命,圣旨
大块朵颐,食前方丈
举义,起义
精心,经心
万般,千般
无丝有线,无私有弊
天外,太空
打法,叮嘱
死而复生,起死回生
偏爱,偏幸
谨小慎微,敬终慎始
碎屑,碎片
为民除害,替天行道
好梦难圆,好梦难成
无视,忽略
侵夺,抢劫
碰面,会面
对天盟誓,歃血为盟
精力,精神
军舰,艨艟
降临,驾临
秘诀,诀要
举动,举止
名实难副,名过其实
轻财好义,轻财重义
瘦骨嶙峋,鸡骨支床
横亘,横跨
独当一面,独立自主
和议,和谈
望风而靡,望风披靡
无远不届,无远弗届
绵绵不绝,接连不断
气喘吁吁,气喘如牛
箝口,缄口
弃甲丢盔,丢盔弃甲
洪水,洪流
冥思苦索,冥思苦想
悄悄,静静
邯郸学步,数典忘祖
时乖运拙,时乖运蹇
宁愿,情愿
神往,景仰
倾诉,诉说
内心,实质
碰运气,试试看
摔倒,跌倒
随处,随地
回首,回顾
女中丈夫,巾帼须眉
积羽沉舟,群轻折轴
那儿,何处
威胁利诱,威逼利诱
屈从,盲从
名誉扫地,威信扫地
急公好义,见义勇为
打家劫舍,打家截舍
色如死灰,色若死灰
无孔不入,无空不入
尖锐,明锐
觊望,觊觎
无穷,无尽
添盐着醋,添油加醋
竞走,赛跑
伪币,假票
大富大贵,大红大紫
大发雷霆,气急败坏
九囿,九有
停刊,停版
驾驭,驾御
失事,误事
寒耕暑耘,寒耕热耘
诘问,诘难
外观,外面
戴天蹐地,戴玄履黄
难分难解,难解难分
巧取豪夺,敲骨吸髓
栋梁之材,瑚琏之器
施主,檀越
谋害,迫害
弄脏,污秽
调节,调整
兢兢业业,埋头苦干
纠正,订正
无冬无夏,无间冬夏
判若鸿沟,泾渭分明
妙策,巧计
食不甘味,寝食不安
鼎足而三,鼎足而立
舒张,舒展
齐足并驰,齐足并驱
磨砺以须,磨刀霍霍
大动干戈,大张挞伐
目光如炬,目光炯炯
伸直,挺直
频繁,频仍
坚壁清野,焦土政策
呼唤,呼喊
善始善终,慎终于始
遣词措意,遣辞措意
矢口否认,矢口抵赖
取利,牟利
大纲,提要
模型,模子
时节,节令
弧线,曲线
绵延,蜿蜒
情同手足,深情厚谊
民不聊生,民穷财尽
青红皁白,是非曲直
局限,局部
水清无鱼,曲高和寡
犬马之劳,犬马之力
具备,具有
东走西撞,东碰西撞
恃强凌弱,恃强欺弱
惊耳骇目,惊见骇闻
东零西散,东零西落
情性,情趣
地痞,泼皮
浓妆,浓艳
互通有无,取长补短
杀人如麻,视如草芥
尸身,尸首
束缚,握住
万人空巷,万头攒动
声嘶力竭,大声疾呼
河干,河畔
强迫,欺压
后进,晚生
点火,点燃
冒死,拼命
吮疽舐痔,吮痈舐痔
亭亭玉立,袅袅婷婷
经纶满腹,满腹经纶
金屋藏娇,金屋贮娇
倾斜,歪斜
贴近,切近
拿腔作势,拿腔做势
市情,市面
定命,定数
三亲六故,三亲六眷
蜻蜓点水,轻描淡写
世风日下,每况愈下
结子,结识
鸠僭鹊巢,鸠居鹊巢
神气十足,大摇大摆
湿淋淋,湿漉漉
豆分瓜剖,豆剖瓜分
面如土色,面无人色
弹冠相庆,额手称庆
惊惶,惊惶
磐石之固,磐石之安
全璧归赵,完璧归赵
三军,全军
退兵,退军
吊唁,丧祭
好吃懒做,贪吃懒做
十室九空,饿莩遍野
亲亲热热,卿卿我我
卖友求荣,损人利己
万箭攒心,五内俱焚
亲上加亲,亲上成亲
恬淡,澹泊
忽地,忽地
厚情,多情
明效大验,明验大效
尔后,而后
含情脉脉,温情脉脉
岛瘦郊寒,郊寒岛瘦
屁滚尿流,屎滚尿流
为虎作伥,为虎傅翼
妒能害贤,妒贤嫉能
挑三拨四,调三窝四
黍离麦秀,黍油麦秀
汇合,汇注
惊涛巨浪,骇浪惊涛
耳顺之年,花甲之年
短小精干,短小精悍
天无二日,天无二日
问寒问暖,偷寒送暖
四时,四序
判别,鉴别
单薄,微薄
孑然一身,茕茕孑立
浆酒藿肉,浆酒霍肉
千载一会,千载一逢
东拉西扯,谈天说地
盛筵必散,盛筵难再
深情,情意
道尽途穷,穷途末路
推涛作浪,挑拨离间
而已,汉典
外售,外销
敬重,钦佩
打发,调派
恶疾,顽疾
邯郸匍匐,邯郸重步
汗牛充栋,积简充栋
贴近,情切
派别,派系
短命,短寿
片瓦不留,片瓦不存
冬衣,冬装
面庞,面貌
计日以待,计日以期
接济,救援
穷猿奔林,穷猿投林
极力,死力
文章山斗,文章巨公
目眩头晕,目眩头昏
敌我矛盾,阶级矛盾
境况,情状
堂堂皇皇,明火执仗
耸峙,送礼
含垢忍污,含垢忍耻
丢三忘四,丢三落四
多半,大都
夹枪带棍,话中有话
品德,道德
大进,猛进
无限,无尽
递加,递增
害病,生病
望而却步,望而生畏
为难,刁难
煞有介事,盛气凌人
攀爬,攀缘
水汪汪,水灵灵
佳音,捷报
蜷曲,蜷缩
文韬武略,经韬纬略
穷苦,清贫
飘扬,飘零
大师,巨匠
加官晋爵,金榜题名
升高,提升
拘押,监管
凸显,突显
弹劾,毁谤
视死如归,万死不辞
精明,夺目
家散人亡,家破人亡
王冠,皇冠
欢欣,欢喜
伪君子,假道学
目使颐令,目指气使
委托,交托
怀宝迷邦,怀道迷邦
救助,抢救
悄然,静静
骄傲,骄气
男大当娶,男大当婚
决斗,纠纷
锦囊妙计,神机妙算
为德不卒,为德不终
万古流芳,万古留芳
危险,危机
抉择,拣选
殚精毕力,殚精竭力
泉源,起源
积少成多,集腋成裘
妙笔生花,曲尽其妙
大彻大悟,大梦初醒
千载一遇,千载一逢
视如敝屣,视如草芥
损兵折将,大败亏输
厄运,恶运
权衡利弊,权衡轻重
琴瑟不调,琴瑟失调
少有,少见
换取,换得
刀耕火种,火耨刀耕
声势,声威
溯流穷源,溯源穷流
击毙,枪毙
碰巧,碰劲
外地,当地
强暴,强横
海滩,沙滩
洽谈,洽商
决意,决心
单位,单元
秦楼楚馆,青楼楚馆
金口御言,金口玉言
同窗,同砚
经久不息,经年累月
外表,外貌
始终如一,全始全终
面善,面熟
轻狂,轻薄
刷新,鼎新
胆破心寒,胆破心惊
忘却,忘怀
祁奚之举,祁奚之荐
水火之中,火热水深
五步成诗,七步成诗
泥首,顿首
后生可畏,大器晚成
奇谈怪论,胡言乱语
恨相知晚,恨相见晚
免除,受命
偏心,偏幸
巨子,巨头
文章山斗,文章魁首
失言,食言
急脉缓受,急脉缓灸
恩深义重,恩重如山
名公巨卿,达官贵人
警告,警备
凝滞,结巴
年久月深,年深月久
进攻,进击
声调,腔调
收买,进货
兽类,禽兽
轻口薄舌,轻嘴薄舌
甩掉,丢掉
无为而治,无为自化
见溺不救,见死不救
介意,当心
偷梁换柱,批红判白
卧虎藏龙,地灵人杰
霜露之思,霜露之感
惊讶,惊讶
核对,核查
滂沱,滂湃
嘉言善状,嘉言懿行
迥殊,特殊
奇幻,魔幻
决一胜负,决一雌雄
举棋不定,当断不断
披星戴月,栉风沐雨
片瓦无存,片瓦不存
对消,抵消
平凡,俗气
扫除,解除
五洲四海,五湖四海
傻瓜,呆子
圈套,骗局
天寒地冻,滴水成冰
韬戈偃武,韬戈卷甲
厚今薄古,竞今疏古
乞助,求助
奸商,市侩
神秘,深邃
退让,退却
绝对,十足
生事,闹事
诺诺连声,点头哈腰
铁画银钩,铁画银钩
外交,社交
请安,慰劳
千人所指,十手所指
千条万端,千条万缕
师傅,师父
书生,文士
借刀杀人,借剑杀人
首尾相应,前呼后应
名贵,罕见
漂荡,飘动
摹本,模本
市井小人,市井之徒
随和,和蔼
扭转,回旋
谋利,投机
警句,警语
横行霸道,横行不法
罕有,罕见
申明,说明
视为畏途,望而生畏
青眼,青睐
跌脚搥胸,跌脚搥胸
厮杀,拼杀
清楚,明明
升起,升空
取得,获得
东张西望,东观西望
时易世变,时移世易
无计所奈,无计奈何
外圆内方,外柔内刚
迷离徜仿,迷离惝恍
大巧若拙,大直若屈
